rule,sparsifier,edges,deg_mean,deg_max,components,isolates,clustering,same_region_share,assort_types,assort_logpop,leiden_Q,leiden_K,sim_sec,k4_SW,k4_CH,k4_S_Dbw,k4_AVI,k4_AVU,k4_ANUI,k4_MQ,k4_Q,k6_SW,k6_CH,k6_S_Dbw,k6_AVI,k6_AVU,k6_ANUI,k6_MQ,k6_Q,k6_boot_ari,sec
dtw_composition,epsilon,9448,9.373015873015873,118,1448,1416,0.14596557028261492,0.472692633361558,0.7615197091488075,0.241106838676192,0.4491899769237426,1453,31.116636037826538,-0.0071681631817987115,242.74549538455815,0.7338844603191546,0.8299064077322327,0.5000000000000048,0.5865256924855563,3.3196256309289307,0.00857541809173126,0.07255345985337555,257.34734645578556,0.7425720803107777,0.8244839958950015,0.3333803206559428,0.6467217088029332,4.9469039753700095,0.19921130930673198,0.7225471630758878,5.1
dtw_composition,tmfg,6042,5.994047619047619,33,1,0,0.7058394368790102,0.24313141343925854,0.6877737546661623,0.7145095598205945,0.9217394121829635,29,31.116636037826538,0.1960556228576077,428.9386574686537,0.8190816426979973,0.7949254864240223,0.5181769385382903,0.5630134565770482,3.179701945696089,0.48118677663719867,0.1384807194243693,328.85490698277073,0.7743216858707715,0.7229084849477881,0.4949534704430828,0.5324092331106158,4.337450909686729,0.534720273602968,0.7732426165120607,5.2
dtw_composition,disparity,73743,73.1577380952381,165,1,0,0.4543391686735742,0.13294821203368457,0.6114377667152411,0.6045317418451224,0.607638657776063,8,31.116636037826538,0.19888676560214807,419.55080694304723,0.8106481446691622,0.765492265553891,0.5240159963938209,0.5463391409158733,3.061969062215564,0.45746879602712043,0.11937618109702802,310.3676398573157,0.7733667747806267,0.7348942308750596,0.49416470014898356,0.5391112449651948,4.409365385250357,0.5600032578294122,0.8515169312927038,4.3
road_gravity,knn15_mutual,11400,11.30952380952381,19,6,0,0.595583919526589,0.7842105263157895,0.42738554617908525,0.28751246587630874,0.8990873513286172,29,0.011332273483276367,0.19559099297315563,428.67717352303674,0.8176966471765245,0.658444669938856,0.5199370245506157,0.490516472177219,2.633778679755424,0.30541489287775975,0.13909791174180713,325.89842675468566,0.7908040263877689,0.5368995555384253,0.4222691917046191,0.43767220259308726,3.2213973332305517,0.30490747397246104,0.5733933355716753,3.8
road_gravity,knn15,18853,18.703373015873016,38,1,0,0.619705597317658,0.7105500450856628,0.4137627807562181,0.2493620877852668,0.8671744475694895,23,0.011332273483276367,0.19791900272354232,426.94849355354495,0.8176158825375026,0.6707323690097178,0.513286349365161,0.49895370170686054,2.682929476038871,0.3350322910997072,0.14814821315553503,326.9551944817761,0.7844900374952107,0.5301959737803005,0.43071363782507266,0.4316282162701811,3.1811758426818026,0.31206654153849406,0.543433174028886,3.8
road_gravity,epsilon,9448,9.373015873015873,124,1523,1342,0.1384667871245374,0.9288738357324301,0.5117906585064607,0.21907858186965365,0.495297668757042,1525,0.011332273483276367,0.20265065954953748,429.00812011998244,0.7975453829754013,0.5479458295195481,0.5700971937248885,0.4175199530151206,2.1917833180781923,0.043599865899203845,0.1457766129273112,330.0295551550175,0.7807891568179071,0.4862118444096717,0.3994790230752546,0.4071336854248413,2.91727106645803,0.040137270903520525,0.707520662887797,6.7
road_gravity,tmfg,6042,5.994047619047619,21,1,0,0.6545159424662916,0.8147964250248262,0.4454556983016789,0.2883524945030825,0.9356642483045046,34,0.011332273483276367,0.19904129560672196,429.5724340006529,0.8026070540076009,0.6465444788363272,0.5240251597922407,0.48292634230996356,2.5861779153453086,0.3160589817148554,0.14226619144013442,330.7555333150559,0.7828454381700608,0.5264029029542131,0.4451736856724982,0.4264648279280549,3.1584174177252793,0.3015335384700113,0.5808089367563432,6.5
road_gravity,disparity,64238,63.7281746031746,139,1,0,0.6550366676037984,0.45409259316915224,0.3413191480291465,0.2040422504544263,0.776075311336391,10,0.011332273483276367,0.19447132685707136,419.97857711566184,0.8126604695713219,0.6870407428768626,0.5033716181012379,0.51049335071353,2.7481629715074503,0.33860042590524314,0.16768922547647733,293.47542491902976,0.8275998173330462,0.6183137196646807,0.36608625114980753,0.5041877262363251,3.709882317988084,0.3394463019665078,0.7970122314580188,3.5
snf_cos_corr_road,knn15_mutual,12343,12.245039682539682,15,2,0,0.5455072760132277,0.7709632990358908,0.561198920090438,0.4883596118465146,0.9055423380395554,30,3.598268747329712,0.20214387342752693,428.8018830372178,0.7969780126663796,0.7690449192040241,0.5136531395855712,0.5512778531777838,3.0761796768160963,0.45585806382484295,0.1382504239327034,326.54839016996607,0.7829860791276071,0.6691005374701994,0.5001235507871752,0.5013367489327053,4.0146032248211965,0.46834569235160795,0.5612817576792266,3.4
snf_cos_corr_road,knn15,17900,17.75793650793651,33,1,0,0.5246515524400511,0.7043016759776536,0.5491990598736666,0.4507528249942082,0.8652957670371064,21,3.598268747329712,0.1981493804719962,427.97635487083744,0.8139985314256728,0.7569729356033893,0.5238377971349915,0.5420380332338957,3.027891742413557,0.44571597863264795,0.13899822883478188,327.9536742870837,0.7771293397590066,0.6431346352334976,0.4755756854341721,0.49249922021226517,3.858807811400985,0.4576345879701231,0.6550990402482273,3.2
snf_cos_corr_road,epsilon,9448,9.373015873015873,50,197,140,0.4625161400315549,0.8350973751058425,0.7197846617765546,0.5939139440662456,0.8867396782482974,224,3.598268747329712,0.20349867845135367,429.11042497619627,0.8020455573123304,0.789248684733627,0.5496833024941618,0.5504452611278374,3.156994738934508,0.5497756927403531,0.14278673451294993,329.76284733983596,0.7758607901351008,0.6950403084370635,0.5721025860196074,0.4972976691191854,4.170241850622381,0.5473726079921016,0.6250458390693205,3.7
snf_cos_corr_road,tmfg,6042,5.994047619047619,20,1,0,0.6746022393403734,0.7999006951340616,0.6196853011713307,0.5817799905331524,0.9411598851543174,36,3.598268747329712,0.19643009941374048,429.1438115758142,0.8154660667567567,0.7807854134093029,0.5241907812689652,0.5540312270149448,3.1231416536372114,0.47487138455079747,0.13830140312625114,329.12144507070957,0.7740454691851015,0.6775509966773571,0.49175123725038683,0.5082191995515227,4.065305980064142,0.4953127788161261,0.6623701181096474,4.8
snf_cos_corr_road,disparity,56319,55.87202380952381,81,1,0,0.3768038559300053,0.429961469486319,0.5381002046493879,0.45464979759309004,0.7094914010622436,10,3.598268747329712,0.19513525907384907,420.1300049953208,0.8071529740774313,0.7757167136700742,0.5146906985761575,0.5543787013673676,3.102866854680297,0.46982259648185104,0.1419605970799866,321.5475007510517,0.7883434051372342,0.6677162841682057,0.497820206661181,0.5011370098000248,4.006297705009234,0.467227698576489,0.5841710670259299,3.4
learned_logmodel,as_is,15034,14.91468253968254,72,18,10,0.3078097543391704,0.36537182386590394,0.7963861942258026,0.7063804572303068,0.7484739142791788,39,16.0,0.1963001705849773,428.9989029976926,0.820717545696152,0.8363956018752281,0.5263822413031177,0.5807238971036349,3.3455824075009124,0.5619828786662531,0.14407627143044074,330.3470761274531,0.7819706845902762,0.7469159495503712,0.5328862965126038,0.5342665117868377,4.481495697302227,0.5840364276110996,0.6242736184091118,4.8
