type,feature,lo,hi,median,others_inside,separation
2,занятость: бюджетный сектор,0.4182638030271655,0.8114920513391498,0.6608517321448613,0.5659871244635193,0.4340128755364807
3,доля продовольствия,0.3671650114720803,0.46369609660441374,0.416583622213244,0.46473684210526317,0.5352631578947369
3,доля здоровья,0.03331464087465029,0.049461771154687195,0.039283240969440414,0.5326315789473685,0.46736842105263154
3,доля общепита,0.02427412461461087,0.05770207237796146,0.03871865776065415,0.3194736842105263,0.6805263157894736
3,доля маркетплейсов,0.07008246175225366,0.17615191210852288,0.1347486999085973,0.6684210526315789,0.3315789473684211
3,доля транспорта,0.03146588433981787,0.06209600490912155,0.045320403247981866,0.6226315789473684,0.3773684210526316
3,доля прочего,0.27036499170617045,0.38037843570333363,0.3239541098334087,0.45421052631578945,0.5457894736842106
3,"траты на жителя, ₽/мес",27399.75,49036.66666666667,37187.979166666664,0.32842105263157895,0.671578947368421
3,население,7031.5,67989.0,24122.5,0.76,0.24
3,"зарплата, ₽",76743.20000000001,175682.95,126837.54999999999,0.25,0.75
3,доступность рынков,128.95,279.1,203.9,0.2542105263157895,0.7457894736842106
3,доля городского населения,0.0,1.0,0.7368501814656092,0.9989473684210526,0.001052631578947416
3,рост г/г,0.0897155291215701,0.18363421806105062,0.14090154540978483,0.7742105263157895,0.22578947368421054
3,сезонная амплитуда,0.30442296264968594,0.48631233646296046,0.3741672072477753,0.8863157894736842,0.11368421052631583
3,занятость: сельское хозяйство,0.0,0.055204523195493904,0.0,0.708421052631579,0.29157894736842105
3,занятость: добыча,0.0,0.49583404618867377,0.28300261481303507,0.9889473684210527,0.011052631578947314
3,занятость: промышленность,0.04827599026261808,0.36131190684567593,0.14689283164168232,0.5578947368421052,0.4421052631578948
3,занятость: рыночные услуги,0.07946640905892571,0.3371204126931522,0.19559918787078745,0.6631578947368421,0.33684210526315794
3,занятость: бюджетный сектор,0.11670132699235333,0.43345089535023307,0.25154934338360313,0.3636842105263158,0.6363157894736842
4,доля продовольствия,0.3537002716756133,0.4388633973794288,0.3965622770170936,0.2401644157369348,0.7598355842630652
4,доля здоровья,0.04297111115508479,0.057485453705050406,0.049759530830615774,0.5807398708162067,0.4192601291837933
4,доля общепита,0.030098669516037835,0.0649140841931308,0.047949710392545974,0.20963006459189665,0.7903699354081033
4,доля маркетплейсов,0.12183043439842259,0.17522502912668608,0.14699182441091155,0.5179095713446858,0.48209042865531415
4,доля транспорта,0.044423994268893555,0.07332216061807773,0.06214007761333953,0.6605989430416911,0.3394010569583089
4,доля прочего,0.2674797593233242,0.3272260276158129,0.29784935339149704,0.28361714621256606,0.7163828537874339
4,"траты на жителя, ₽/мес",25736.283333333333,40181.75,31200.583333333332,0.20493247210804463,0.7950675278919553
4,население,27496.2,481312.8000000002,77948.0,0.3599530240751615,0.6400469759248385
