cluster,size,share_Продовольствие,share_Здоровье,share_Общественное питание,share_Маркетплейсы,share_Транспорт,share_other,total_rub,population,wage,market_access,yoy_growth,seasonal_amplitude
0,104,-0.026827868397109662,-0.1521982252615695,0.16847676348411966,-0.18385316931011964,-0.17974007735951428,0.1924567233751933,0.29741967494060323,-0.4428249626916857,0.691272654311213,-0.3615941283712571,-0.07366404883902365,-0.0029841271907751167
1,925,0.09763823275209338,-0.003443903328406676,-0.5004864282302881,0.12429823121345775,-0.10078550915246652,-0.1426257267190863,-0.2550097752909519,-0.6843057887963082,-0.31910744969784355,-0.03896003965775934,-0.09750963621742738,0.0038799082823512197
2,518,-0.04348955439828301,0.006251444545917564,0.21397412554514045,-0.018994071261554554,0.015946217623197135,0.048571920124760234,0.05063043572480375,0.7750359546633033,-0.0368372910280466,-0.019650067986489737,0.1363917437184316,-0.02036225171378662
3,181,0.05238104808195629,-0.18937867518716206,-0.1931292884081772,-0.20417693921844698,0.11340131919400949,0.07039180047914056,-0.012671979853384181,-0.6576397154878256,0.015457102960719712,-0.4562158458623641,-0.11690554754037637,0.15379797125643394
4,288,-0.25860641495455133,0.17379693729191192,1.2831464127783514,-0.17034784497281907,0.28865897398780954,0.25698655372494533,0.6285397867997301,1.3723340387730314,0.8184871474751684,0.5620460290857314,0.1679390813855534,-0.07141789007988653
