type,feature,lo,hi,median,others_inside,separation
1,доля продовольствия,0.37229264785243293,0.4935303033134274,0.43252300481503664,0.6540362438220758,0.3459637561779242
1,доля здоровья,0.03107584998296727,0.04684837133756005,0.03874336007255367,0.40472267984623833,0.5952773201537617
1,доля общепита,0.019321870669165308,0.05724404275822511,0.03356018934642004,0.41680395387149916,0.5831960461285008
1,доля маркетплейсов,0.06379272094601099,0.17089979246504788,0.11493387143383654,0.6057111477210324,0.3942888522789676
1,доля транспорта,0.034695858062696754,0.06722891324903571,0.048953024854365416,0.686436024162548,0.313563975837452
1,доля прочего,0.27600438946998224,0.37772616637444306,0.3207468106422437,0.3871499176276771,0.6128500823723229
1,"траты на жителя, ₽/мес",26560.733333333334,48413.625,34491.208333333336,0.3256452498627128,0.6743547501372872
1,население,7012.8,49092.0,20767.0,0.6688632619439868,0.3311367380560132
1,"зарплата, ₽",74480.76,162974.0,111490.6,0.22954420647995608,0.7704557935200439
1,доступность рынков,128.1,235.96,149.2,0.14662273476112025,0.8533772652388798
1,доля городского населения,0.0,0.9973091512297874,0.6226086956521739,0.7759472817133443,0.22405271828665574
1,рост г/г,0.0692847572345881,0.1831834671360501,0.13523295009147973,0.8088962108731467,0.19110378912685333
1,сезонная амплитуда,0.3213174045928291,0.514382990407021,0.3960923243989054,0.8736957715540912,0.12630422844590883
1,занятость: сельское хозяйство,0.0,0.10065564216507607,0.008330883073605803,0.7891268533772653,0.2108731466227347
1,занятость: добыча,0.0,0.43329340373325276,0.00693716804566969,0.9884678747940692,0.011532125205930832
1,занятость: промышленность,0.0,0.3203475949304329,0.11210601719197708,0.8187808896210873,0.1812191103789127
1,занятость: рыночные услуги,0.05183157970166366,0.3371807087705828,0.16395005242588886,0.7671609006040637,0.23283909939593628
1,занятость: бюджетный сектор,0.14384623575590919,0.6852670651347469,0.38034227999625925,0.8231740801757276,0.17682591982427243
2,доля продовольствия,0.2769729374981561,0.35111339582284995,0.3199593200908517,0.021839080459770115,0.9781609195402299
2,доля здоровья,0.04985260755904761,0.062165249465402056,0.05633993036766545,0.3005747126436782,0.6994252873563218
2,доля общепита,0.06192649460366689,0.09325674205046143,0.07770313546362273,0.029885057471264367,0.9701149425287356
2,доля маркетплейсов,0.11409733836871246,0.15657805673853595,0.13057798622592717,0.35344827586206895,0.646551724137931
2,доля транспорта,0.06794375114828702,0.0785225708819913,0.07256399315452661,0.10344827586206896,0.896551724137931
2,доля прочего,0.30732493730149024,0.3826226064347449,0.3386363551913657,0.1339080459770115,0.8660919540229886
2,"траты на жителя, ₽/мес",40272.541666666664,55741.85416666667,46751.08333333333,0.04482758620689655,0.9551724137931035
2,население,21630.5,167256.5,77377.0,0.43448275862068964,0.5655172413793104
2,"зарплата, ₽",94133.05,191194.75,127498.45,0.10229885057471265,0.8977011494252873
2,доступность рынков,384.3,641.0,560.9000000000001,0.07931034482758621,0.9206896551724137
2,доля городского населения,0.9527952777493376,1.0,1.0,0.14080459770114942,0.8591954022988506
2,рост г/г,0.15399677041122106,0.1965163277172891,0.17179660390710427,0.3137931034482759,0.6862068965517241
2,сезонная амплитуда,0.31616914852108735,0.39113987600522915,0.35677388318271497,0.4189655172413793,0.5810344827586207
2,занятость: сельское хозяйство,0.0,0.0005976351996675791,0.0,0.4103448275862069,0.5896551724137931
2,занятость: добыча,0.0,0.0012650889176644567,0.0,0.8344827586206897,0.16551724137931034
2,занятость: промышленность,0.0,0.34169298246732355,0.12453682593835458,0.8390804597701149,0.16091954022988508
2,занятость: рыночные услуги,0.11300332603537638,0.7071930263212133,0.43577308305769724,0.6402298850574712,0.35977011494252875
2,занятость: бюджетный сектор,0.11660487095098857,0.6100933073607675,0.2795185045884718,0.7114942528735633,0.28850574712643673
3,доля продовольствия,0.4220330371851964,0.5179467338031846,0.4690857839260936,0.3054136874361593,0.6945863125638407
3,доля здоровья,0.037738770801966595,0.05608895782276442,0.04673588372639442,0.6915219611848825,0.3084780388151175
3,доля общепита,0.009034289352399768,0.02910172876705743,0.016154710184901378,0.18590398365679264,0.8140960163432074
3,доля маркетплейсов,0.1383211643275738,0.21627619489666913,0.17496293981121822,0.5270684371807968,0.47293156281920323
3,доля транспорта,0.03942830205094491,0.06851518918439646,0.05092736155017599,0.5454545454545454,0.4545454545454546
3,доля прочего,0.19644014524385486,0.2810119565306374,0.2384764325298757,0.2390194075587334,0.7609805924412666
3,"траты на жителя, ₽/мес",18412.19166666667,25228.075,21351.541666666668,0.10929519918283963,0.8907048008171604
3,население,7474.0,33492.200000000004,15570.0,0.29519918283963226,0.7048008171603677
3,"зарплата, ₽",41671.5,64669.4,50272.8,0.2083758937691522,0.7916241062308478
3,доступность рынков,212.92000000000002,367.98,317.6,0.4065372829417773,0.5934627170582227
3,доля городского населения,0.0,0.6342854943767079,0.2609733559217619,0.212461695607763,0.787538304392237
3,рост г/г,0.09204795801466084,0.18057804406691944,0.13453222881937532,0.6843718079673136,0.31562819203268644
3,сезонная амплитуда,0.3177094701605707,0.4689245523219306,0.39543718789208704,0.8426966292134831,0.1573033707865169
3,занятость: сельское хозяйство,0.0,0.23637359627499316,0.037037037037037035,0.9897854954034729,0.010214504596527063
3,занятость: добыча,0.0,0.0,0.0,0.7477017364657814,0.2522982635342186
3,занятость: промышленность,0.0,0.20927917164476303,0.055667789001122334,0.5035750766087844,0.4964249233912156
3,занятость: рыночные услуги,0.04871220604703247,0.2412617220801364,0.11857707509881421,0.4964249233912155,0.5035750766087845
3,занятость: бюджетный сектор,0.3986107400480898,0.75,0.5725839900456242,0.35444330949948927,0.6455566905005108
