territory_id,share_2023,share_2024,cafe_2023,cafe_2024,food_2023,food_2024,total_2023,total_2024,d_share_pp,d_cafe_pp,d_food_pp,growth_total,name,short,region,mo_type,macro,sub,market_access,population,wage,urban_share,lat,lon,type,log_access,log_pop,log_wage,start,access_q
693,0.09573600186768748,0.13472480189062022,0.04239788996282798,0.04367535480406329,0.4028567977296818,0.38890416958734314,31601.333333333332,36803.75,3.898880002293274,0.12774648412353096,-1.3952628142338663,0.16462649255305695,Емельяновский муниципальный район,Емельяновский,Красноярский край,муниципальный район,0,5,221.7,55572.0,93491.1,0.2812567480025912,56.31702138508148,92.34908777679492,Крупные и средние города,5.4013251166222656,10.925434756268752,11.445621523580417,9.573600186768747,q1 (низкая)
694,0.11795192413837043,0.16326620480397103,0.015201327460807162,0.014310867608218083,0.4658918454737604,0.4567771467205122,27304.666666666668,30097.833333333332,4.53142806656006,-0.08904598525890789,-0.9114698753248218,0.1022963107649486,Енисейский муниципальный район,Енисейский,Красноярский край,муниципальный район,3,1,195.7,21238.0,79274.1,0.164751859873811,59.68718337377343,88.97977455882489,Сельские и малые,5.27658287440203,9.963547308963792,11.280666746456578,11.795192413837043,q1 (низкая)
695,0.14231222294956453,0.18652178283669907,0.014638610653633819,0.017295841501007936,0.4528188194833256,0.44414467281565423,22888.083333333332,26642.0,4.420955988713454,0.2657230847374117,-0.8674146667671356,0.16401184022253212,Ермаковский муниципальный район,Ермаковский,Красноярский край,муниципальный район,3,0,197.6,17423.0,57832.4,0.0,52.515800849354605,92.73201501505125,Сельские и малые,5.286244785313768,9.765546451422905,10.965304451242186,14.231222294956453,q1 (низкая)
696,0.09477794418014374,0.16797233224827143,0.011035136857117668,0.010221371593080364,0.5080640824490744,0.47153060351243586,19263.75,21817.75,7.319438806812769,-0.08137652640373035,-3.653347893663855,0.1325806242294465,Идринский муниципальный район,Идринский,Красноярский край,муниципальный район,3,0,197.2,10295.0,56047.9,0.0,54.56143132660263,92.50544439926124,Сельские и малые,5.284218442168535,9.23941361946189,10.933961961250692,9.477794418014373,q1 (низкая)
697,0.1295598142024457,0.16201070759964145,0.02363160730294971,0.017642542611659193,0.49320467987837796,0.4839881019972534,22250.666666666668,24850.75,3.2450893397195757,-0.5989064691290517,-0.9216577881124566,0.11685417665388287,Иланский муниципальный район,Иланский,Красноярский край,муниципальный район,0,1,200.5,22528.0,78793.0,0.69189453125,56.0000115449236,96.1768221078076,Крупные и средние города,5.300814246746624,10.022514258957768,11.274579439412822,12.95598142024457,q1 (низкая)
698,0.13635735587718947,0.18072748064547559,0.008300361375300923,0.00917385166812995,0.42120377460814756,0.4120406527785423,22052.166666666668,25197.666666666668,4.437012476828611,0.0873490292829026,-0.916312182960527,0.1426390452941131,Ирбейский муниципальный район,Ирбейский,Красноярский край,муниципальный район,3,0,202.6,12610.0,75513.9,0.0,55.22355924931165,95.97745087157804,Сельские и малые,5.311233591814583,9.442245428958966,11.23207202425196,13.635735587718948,q1 (низкая)
699,0.13197911354907313,0.1842666842785559,0.010192671654237168,0.010504621809777884,0.5607853142348036,0.5539907788291837,20861.166666666668,24131.25,5.228757072948276,0.03119501555407158,-0.6794535405619917,0.15675457588661534,Казачинский муниципальный район,Казачинский,Красноярский край,муниципальный район,3,0,199.8,8558.0,57344.0,0.0,57.603094685125434,93.33004178739964,Сельские и малые,5.297316866214453,9.054621796976763,10.956823496334602,13.197911354907314,q1 (низкая)
701,0.12511177507607155,0.1735503205917713,0.009874929738065153,0.011279186986072906,0.5215438689521364,0.4925728932712347,21843.416666666668,25616.416666666668,4.843854551569976,0.14042572480077523,-2.8970975680901736,0.1727293883359211,Каратузский муниципальный район,Каратузский,Красноярский край,муниципальный район,3,0,197.2,13157.0,60723.7,0.0,53.3389821061136,93.60946464986576,Сельские и малые,5.284218442168535,9.484709215365838,11.014089345654392,12.511177507607155,q1 (низкая)
702,0.1309748090571494,0.18093819226274677,0.022756424750793047,0.02134189914759746,0.3949551197168471,0.40099196840483736,34022.083333333336,39321.25,4.996338320559738,-0.14145256031955872,0.6036848687990259,0.1557566776480961,Кежемский муниципальный район,Кежемский,Красноярский край,муниципальный район,1,1,183.0,16559.0,96691.5,0.7772812367896612,58.82657243386424,100.68984112270628,Северные и ресурсные,5.209486152841421,9.714685039642484,11.479280776854003,13.097480905714939,q1 (низкая)
703,0.117642419771073,0.16336479831929937,0.010722970712146306,0.009415080477882356,0.49998861269282946,0.5028951631272761,21557.5,24436.833333333332,4.572237854822638,-0.13078902342639492,0.2906550434446653,0.13356527117399208,Козульский муниципальный район,Козульский,Красноярский край,муниципальный район,3,0,214.6,11808.0,66336.4,0.5247289972899729,56.20913571489413,91.43007438587075,Сельские и малые,5.368775830196598,9.376532546840254,11.102494045125672,11.7642419771073,q1 (низкая)
704,0.09470752001719417,0.15366071111872073,0.011146925357845693,0.012015093573559454,0.4748139186013836,0.45766577048070767,22117.333333333332,25487.583333333332,5.8953191101526565,0.08681682157137618,-1.7148148120675943,0.15238048589341702,Краснотуранский муниципальный район,Краснотуранский,Красноярский край,муниципальный район,3,0,196.5,12848.0,52475.8,0.0,54.39261178595453,91.64573432427233,Сельские и малые,5.280662431309316,9.460943436186543,10.868107389927555,9.470752001719417,q1 (низкая)
705,0.14197745069359638,0.19066878521192965,0.01334684877060628,0.013686190438883623,0.4555176775603793,0.4418811890832462,23984.833333333332,27950.0,4.869133451833327,0.03393416682773431,-1.3636488477133113,0.16531975067577442,Курагинский муниципальный район,Курагинский,Красноярский край,муниципальный район,3,1,198.6,39269.0,61814.0,0.5665028393898495,54.00452745172769,94.37766253415958,Сельские и малые,5.291292751611072,10.578190682516476,11.031885155006929,14.197745069359637,q1 (низкая)
706,0.13538155128361293,0.19604463598179087,0.012422370496044376,0.01241175203374393,0.5146256683416633,0.49926942387410445,19038.666666666668,22025.166666666668,6.066308469817794,-0.0010618462300446621,-1.53562444675589,0.15686497653897336,Манский муниципальный район,Манский,Красноярский край,муниципальный район,3,0,209.7,13436.0,56676.4,0.0,55.38595632424965,93.61308565052364,Сельские и малые,5.345677937907874,9.505692950732183,10.945113177320303,13.538155128361293,q1 (низкая)
708,0.046287736870491,0.1954610861541962,0.018509079829180413,0.018786037650274565,0.48171695566636985,0.4282424316162108,29213.083333333332,35699.0,14.917334928370519,0.02769578210941523,-5.347452405015907,0.2220209552226886,Мотыгинский муниципальный район,Мотыгинский,Красноярский край,муниципальный район,1,3,178.0,12009.0,100468.3,0.5598301274044467,58.56769596758299,94.5455082689573,Северные и ресурсные,5.181783550292085,9.393411647660683,11.517597533839433,4.6287736870491,q1 (низкая)
710,0.13256499433048438,0.18006233592083346,0.011507782928132178,0.010194682485342959,0.5284822410177403,0.5011556032203435,22573.0,26089.416666666668,4.749734159034907,-0.13131004427892196,-2.7326637797396858,0.15577976638757218,Нижнеингашский муниципальный район,Нижнеингашский,Красноярский край,муниципальный район,3,0,199.1,23480.0,59387.1,0.5654173764906303,56.30983914943894,97.00955877788478,Сельские и малые,5.293807211070151,10.063904273942033,10.991832310048373,13.256499433048438,q1 (низкая)
711,0.10688450593607933,0.16475016394323447,0.01004734898704514,0.00979950930099969,0.4384224789338012,0.4280851332618363,22550.5,26337.333333333332,5.786565800715514,-0.02478396860454493,-1.0337345671964926,0.16792680132739113,Новоселовский муниципальный район,Новоселовский,Красноярский край,муниципальный район,3,0,209.2,10619.0,58707.4,0.0,54.971826322826054,91.21830421914812,Сельские и малые,5.343290732190768,9.270400128403846,10.980321062606642,10.688450593607932,q1 (низкая)
712,0.1201369855116053,0.16642506350800454,0.0059947005251374495,0.00566924745487141,0.46450592227062804,0.448461376389105,19987.916666666668,23079.0,4.628807799639924,-0.03254530702660394,-1.6044545881523042,0.15464759959141983,Партизанский муниципальный район,Партизанский,Красноярский край,муниципальный район,3,0,204.7,7989.0,65385.3,0.0,54.991923419385,94.260950063833,Сельские и малые,5.321545492667243,8.985820874482043,11.088052741538382,12.01369855116053,q1 (низкая)
713,0.12013791170457803,0.18355188600937167,0.006193134452158462,0.0054949723798365345,0.5315923927463512,0.5068082365082901,21511.166666666668,24274.333333333332,6.341397430479363,-0.06981620723219276,-2.4784156238061072,0.12845266412018552,Пировский муниципальный округ,Пировский,Красноярский край,муниципальный округ,3,0,196.5,5747.0,58840.6,0.0,57.56594190831638,91.9672445625188,Сельские и малые,5.280662431309316,8.656433258507741,10.982587371808183,12.013791170457804,q1 (низкая)
714,0.1221189369192932,0.16242104172718366,0.017005834796653133,0.015555153426110154,0.4526386638771684,0.44063006599782417,23734.25,26834.416666666668,4.030210480789047,-0.14506813705429789,-1.2008597879344218,0.13061995498769363,Рыбинский муниципальный район,Рыбинский,Красноярский край,муниципальный район,3,1,206.4,29400.0,71689.9,0.5154761904761904,55.9935758843672,94.76657952315682,Сельские и малые,5.329816033607408,10.288749953326773,11.18010515195126,12.211893691929319,q1 (низкая)
715,0.14611026230007848,0.1966852505461649,0.011191080597418822,0.009899857176245575,0.4758612084889897,0.47603896270200413,20760.416666666668,23666.583333333332,5.057498824608642,-0.12912234211732465,0.017775421301441385,0.13998595082789755,Саянский муниципальный район,Саянский,Красноярский край,муниципальный район,3,0,201.4,9056.0,56506.0,0.0,54.88850252864267,95.07130346569326,Сельские и малые,5.305292980284462,9.111182800442965,10.94210210618654,14.611026230007848,q1 (низкая)
716,0.09367205065911506,0.16355698584720127,0.03149051111917895,0.034069151231287474,0.33420351278707766,0.3076194948100642,34722.083333333336,42019.083333333336,6.988493518808621,0.2578640112108524,-2.6584017977013485,0.21015444061776245,Северо-Енисейский муниципальный район,Северо-Енисейский,Красноярский край,муниципальный район,1,3,181.6,8308.0,154150.8,0.7172604718343765,60.03725106948026,93.3274305978148,Северные и ресурсные,5.201806466167193,9.024974184996003,11.945686623051072,9.367205065911506,q1 (низкая)
717,0.10252879822489432,0.15864548919115035,0.009922313465398385,0.011879777551521656,0.4850631410802912,0.4706724009628202,20945.75,24766.166666666668,5.611669096625603,0.19574640861232706,-1.439074011747099,0.1823957923047237,Сухобузимский муниципальный район,Сухобузимский,Красноярский край,муниципальный район,3,0,210.6,18911.0,59181.9,0.0,56.57366674980082,93.78118495350569,Сельские и малые,5.349960599699875,9.847499042327273,10.98837103087986,10.252879822489431,q1 (низкая)
718,0.0740039288496311,0.10319596953947596,0.04043382205433107,0.03950116723810159,0.42761712445137684,0.42431556241939755,45573.416666666664,48107.25,2.9192040689844863,-0.09326548162294779,-0.3301562031979288,0.055598932857422456,Таймырский Долгано-Ненецкий муниципальный район,Таймырский Долгано-Ненецкий,Красноярский край,муниципальный район,1,3,,29609.0,162835.1,0.6624674929919957,75.06612942576966,96.30453815236096,Северные и ресурсные,,10.29583364815114,12.000493311277415,7.40039288496311,
719,0.1340847079800446,0.1721391154682902,0.012797880176959424,0.011443700788443298,0.5067874235009292,0.508424380939087,21567.166666666668,24723.666666666668,3.8054407488245596,-0.1354179388516126,0.16369574381578378,0.14635673052402187,Тасеевский муниципальный район,Тасеевский,Красноярский край,муниципальный район,3,0,193.9,9952.0,56323.3,0.0,57.37485792896553,94.85594268866656,Сельские и малые,5.267342562248606,9.20552881497896,10.938863582865377,13.40847079800446,q1 (низкая)
720,0.05168339313076236,0.07904787491442049,0.0395833177474617,0.04534768510821189,0.3894589545763068,0.37329689013997713,39364.083333333336,44763.916666666664,2.7364481783658126,0.5764367360750187,-1.616206443632967,0.13717665638515641,Туруханский муниципальный район,Туруханский,Красноярский край,муниципальный район,1,3,,12684.0,152563.2,0.2805897193314411,64.76314482474972,87.37667897051539,Северные и ресурсные,,9.448096635658239,11.93533421540828,5.168339313076236,
721,0.14247078256628978,0.20014776703550197,0.018159283802905202,0.011705123064757685,0.5060003584898839,0.49751693144798187,21072.166666666668,24247.166666666668,5.7676984469212185,-0.6454160738147517,-0.8483427041902025,0.15067268830131364,Тюхтетский муниципальный округ,Тюхтетский,Красноярский край,муниципальный округ,3,0,213.2,7536.0,58910.8,0.0,56.98075287829852,89.26983674170079,Сельские и малые,5.362230692291689,8.927446816256198,10.983779714460871,14.247078256628978,q1 (низкая)
722,0.11554004675763997,0.17065632570918673,0.017157363890760842,0.017296697733372623,0.45824577000683225,0.4403820817984387,25816.083333333332,30395.416666666668,5.511627895154676,0.013933384261178086,-1.7863688208393569,0.1773829621715146,Ужурский муниципальный район,Ужурский,Красноярский край,муниципальный район,3,1,212.3,27453.0,68907.9,0.5161184569992351,55.354908922607834,90.10192238869423,Сельские и малые,5.35800036870921,10.220230730583488,11.140526109354898,11.554004675763997,q1 (низкая)
723,0.13106206823964442,0.17663738082577032,0.01462459528876696,0.01365904059311372,0.46723465543549464,0.4617841586824187,21594.916666666668,24784.0,4.55753125861259,-0.09655546956532403,-0.5450496753075962,0.14767750126380053,Уярский муниципальный район,Уярский,Красноярский край,муниципальный район,3,1,207.6,17912.0,63090.6,0.6583296114336757,55.83454925100172,94.22200695179691,Сельские и малые,5.335613151291733,9.79322615827859,11.052327067543123,13.106206823964442,q1 (низкая)
725,0.10635526984741876,0.1490683995383811,0.02123265943910106,0.022610171903916235,0.4583849003069287,0.447811782736665,25781.25,29350.083333333332,4.271312969096234,0.13775124648151768,-1.057311757026369,0.13842747474747474,Шушенский муниципальный район,Шушенский,Красноярский край,муниципальный район,3,2,199.1,30274.0,58071.5,0.5536103587236573,52.62763646826646,91.57580273972732,Сельские и малые,5.293807211070151,10.31804453732251,10.969430288926233,10.635526984741876,q1 (низкая)
726,0.04169676084138469,0.07135562300854302,0.044944547703886534,0.044204182824640614,0.4059057102017675,0.3913573256006478,36097.75,40767.833333333336,2.965886216715833,-0.07403648792459194,-1.4548384601119735,0.12937325271889066,Эвенкийский муниципальный район,Эвенкийский,Красноярский край,муниципальный район,1,3,,13258.0,133246.0,0.0,65.09633105990228,98.94168508531511,Северные и ресурсные,,9.492356422801336,11.799952322815793,4.1696760841384695,
727,0.08519033926852271,0.11727657259074104,0.06663856479634944,0.06809405239080593,0.3772808023767013,0.36458913739870674,32845.5,38374.333333333336,3.2086233322218325,0.14554875944564893,-1.2691664977994566,0.16832848741329354,городской округ Пермский,Пермский,Пермский край,городской округ,0,4,350.9,1026912.0,88118.2,0.9999961048268984,58.036276511823,56.26484640817866,Крупные и средние города,5.860501282589169,13.842066798773967,11.386434374016776,8.51903392685227,q4
731,0.0920009255963218,0.12845557726326737,0.042486217555782545,0.04458704404714079,0.4610259769972778,0.4378539054070037,23836.416666666668,27799.416666666668,3.6454651666945574,0.21008264913582458,-2.3172071590274124,0.16625821135027996,городской округ Лысьвенский,Лысьвенский,Пермский край,городской округ,0,4,299.9,61124.0,59536.1,0.8623126758719979,57.90665203812168,57.99887604274922,Крупные и средние города,5.703449085754963,11.020659866725147,10.994338130241,9.20009255963218,q2
734,0.1253990526543668,0.17203097117581742,0.016347038129276088,0.014682456672812835,0.4870557482652746,0.47359196682616056,22638.333333333332,26115.416666666668,4.663191852145062,-0.16645814564632527,-1.346378143911403,0.15359272620187014,муниципальный округ Александровский,Александровский,Пермский край,муниципальный округ,0,1,286.7,22642.0,58279.0,0.9061478667962194,59.41962946528529,57.83604491739971,Крупные и средние города,5.658436372889324,10.027561867638054,10.972997101616976,12.53990526543668,q2
735,0.09813917500816287,0.15136789858493316,0.024968929812726165,0.023944997205631046,0.4328359175956112,0.426186034681705,20401.166666666668,23176.583333333332,5.322872357677029,-0.1023932607095119,-0.6649882913906169,0.136042056418342,муниципальный округ Бардымский,Бардымский,Пермский край,муниципальный округ,3,1,314.5,26262.0,64471.0,0.0,56.88784184593401,55.6578605689722,Сельские и малые,5.750984076140496,10.17587830641895,11.0739707892748,9.813917500816286,q3
736,0.08054334725230128,0.1233337483434374,0.014575949079214482,0.012146199863721665,0.5273151775806844,0.5135852447416517,17962.5,20549.916666666668,4.279040109113612,-0.24297492154928163,-1.3729932839032677,0.1440454650893066,муниципальный округ Березовский,Березовский,Пермский край,муниципальный округ,3,0,305.8,13486.0,59871.3,0.0,57.633072049788886,57.54555600839672,Сельские и малые,5.722931293494962,9.509407389294527,10.999952537396704,8.054334725230127,q2
737,0.09840485985710208,0.15727613694774897,0.02723177302812971,0.016529713751020875,0.5133469848124386,0.504086914086716,20348.666666666668,23140.5,5.887127709064689,-1.0702059277108835,-0.9260070725722547,0.13719981653179558,муниципальный округ Большесосновский,Большесосновский,Пермский край,муниципальный округ,3,0,317.8,11730.0,52881.4,0.0,57.54175583169073,54.45309737708888,Сельские и малые,5.761422254102616,9.36990494164752,10.875806949212931,9.840485985710208,q3
738,0.08143703582721197,0.12195358502124339,0.027508346546254184,0.024584238875606623,0.4823541586459257,0.4808196577866966,22013.5,24426.416666666668,4.051654919403141,-0.29241076706475605,-0.1534500859229071,0.10961076914923429,городской округ Верещагинский,Верещагинский,Пермский край,городской округ,0,1,311.9,38931.0,51615.6,0.5649739282320002,58.12512728702885,54.396641311554326,Крупные и средние города,5.742682623613757,10.56954612740534,10.85157923135988,8.143703582721198,q3
739,0.11855719882540557,0.1675343874105639,0.02304530894464557,0.023762038050302386,0.47674709738003435,0.4656693048008282,23296.333333333332,26465.083333333332,4.897718858515833,0.07167291056568159,-1.1077792579206158,0.13601925911087576,городской округ Горнозаводский,Горнозаводский,Пермский край,городской округ,0,1,297.8,21697.0,67217.5,0.9538645895745956,58.58441056062335,58.67519369781525,Крупные и средние города,5.696422120249909,9.984929281123371,11.115688909275374,11.855719882540557,q2
741,0.10257266772345498,0.13918542691339508,0.04000573240891014,0.04170203487453541,0.4619868796636834,0.4389792613384232,25330.75,29037.0,3.66127591899401,0.16963024656252712,-2.3007618325260215,0.1463142623096434,городской округ Добрянский,Добрянский,Пермский край,городской округ,0,4,304.4,47730.0,81849.5,0.8319924575738529,58.626860700031806,56.67200113577088,Крупные и средние города,5.718342625987531,10.773315409999942,11.31263747404513,10.257266772345499,q2
742,0.10263787429891504,0.1427397719902226,0.0153051264748337,0.014758498671367018,0.41871639528481674,0.43299843124619536,20705.416666666668,23169.666666666668,4.010189769130758,-0.0546627803466683,1.4282035961378614,0.11901475056849042,муниципальный округ Еловский,Еловский,Пермский край,муниципальный округ,3,0,312.2,8527.0,48798.7,0.0,56.929012466244075,54.88264709059232,Сельские и малые,5.743644008081332,9.050992878742049,10.795458952142143,10.263787429891504,q3
743,0.10491854674669439,0.16265209157003732,0.017388378101032952,0.014885518180685309,0.4885371480564071,0.46773980981091173,18428.5,20341.416666666668,5.773354482334294,-0.2502859920347643,-2.0797338245495345,0.10380208192021412,городской округ Ильинский,Ильинский,Пермский край,городской округ,3,1,305.1,17130.0,51646.9,0.1681260945709282,58.64519859372546,55.76487411438351,Сельские и малые,5.720639591722624,9.748586591318166,10.852185453385466,10.491854674669439,q2
744,0.09019875008197237,0.14225080533874263,0.022769319834493245,0.020359224641768574,0.47550019615722183,0.47064194615263566,21111.666666666668,23931.666666666668,5.205205525677026,-0.24100951927246705,-0.4858250004586173,0.13357543222546764,муниципальный округ Карагайский,Карагайский,Пермский край,муниципальный округ,3,0,311.0,19967.0,49766.6,0.0,58.47926693283577,55.01849503232181,Сельские и малые,5.739792912179234,9.901836189786897,10.815099355273546,9.019875008197237,q3
745,0.11954702063700773,0.16142800814223487,0.021545672688003326,0.019649769934887845,0.5189363147501692,0.4970602676501063,22603.583333333332,25805.833333333332,4.188098750522714,-0.1895902753115481,-2.1876047100062914,0.14167001544740332,городской округ город Кизел,Кизел,Пермский край,городской округ,0,1,288.1,17213.0,50204.2,0.8750363097658747,59.089990799776984,58.11813484416398,Крупные и средние города,5.663307642090483,9.753420191271506,10.823853967518717,11.954702063700772,q2
746,0.08702278500797829,0.14360804432883914,0.013546889546387613,0.0143161555949543,0.5316355390787127,0.5183662988455081,17475.75,19084.083333333332,5.658525932086085,0.07692660485666865,-1.3269240233204638,0.0920322923670418,муниципальный округ Кишертский,Кишертский,Пермский край,муниципальный округ,3,0,308.9,10872.0,52600.8,0.0,57.33974650789323,57.598846657749725,Сельские и малые,5.733017599924536,9.29394595583098,10.87048660773562,8.70227850079783,q3
747,0.10833940950024563,0.1485942985791783,0.018597789976766237,0.016952114315004863,0.5120125935027389,0.49470097555281006,21950.833333333332,24481.083333333332,4.0254889078932665,-0.1645675661761374,-1.7311617949928804,0.11526897232451305,городской округ Красновишерский,Красновишерский,Пермский край,городской округ,3,1,273.0,17217.0,52325.2,0.8117558227333449,60.525575010043696,58.286229694835505,Сельские и малые,5.60947179518496,9.753652546776472,10.865233369571587,10.833940950024564,q2
748,0.09613351254205281,0.12971570245486766,0.043104475673373256,0.05194589428185017,0.43948085650743773,0.41442741917470644,26933.833333333332,32336.333333333332,3.358218991281485,0.8841418608476912,-2.50534373327313,0.20058414757151777,городской округ Краснокамский,Краснокамский,Пермский край,городской округ,0,4,318.3,66475.0,73277.6,0.7808349003384731,58.168834946111794,55.89908934075465,Крупные и средние города,5.762994334288047,11.104581216111221,11.202010247719981,9.61335125420528,q3
749,0.10027805353724724,0.15027690882996494,0.01462066204758644,0.012882459156889568,0.4737774180723935,0.46227368430911814,20534.666666666668,23395.666666666668,4.99988552927177,-0.17382028906968716,-1.1503733763275348,0.13932536848256616,муниципальный округ Куединский,Куединский,Пермский край,муниципальный округ,3,0,318.5,22949.0,51245.8,0.0,56.538214152593405,55.20825021103769,Сельские и малые,5.763622475012218,10.041029641554612,10.844388942422958,10.027805353724723,q3
751,0.10470126824718119,0.14784381436162355,0.021025579398656635,0.019568074933266698,0.48698913844894176,0.48308423658997857,22545.0,25568.5,4.314254611444237,-0.14575044653899366,-0.39049018589631945,0.13410955866045682,городской округ Нытвенский,Нытвенский,Пермский край,городской округ,0,1,315.9,37780.0,59224.5,0.6790365272631022,58.11444135908893,55.36505621632673,Крупные и средние города,5.7554257078080395,10.5395351410555,10.989090586610597,10.47012682471812,q3
752,0.10024306078125572,0.15179279202015863,0.016370961641932465,0.01758044746259238,0.4887721760524612,0.4820114501807364,18889.333333333332,21701.083333333332,5.154973123890291,0.12094858206599148,-0.6760725871724826,0.14885385049763533,городской округ Октябрьский,Октябрьский,Пермский край,городской округ,3,1,313.1,23944.0,60795.1,0.5637320414300033,56.50006966324423,56.956877631489654,Сельские и малые,5.74652262833236,10.083473049532534,11.015264472601277,10.024306078125573,q3
753,0.07917997406571896,0.13746146250716595,0.010806820061420017,0.009941095993706897,0.5171527935154352,0.4985488839642005,19102.083333333332,20971.833333333332,5.8281488441447,-0.08657240677131198,-1.8603909551234699,0.09788199367433736,муниципальный округ Ординский,Ординский,Пермский край,муниципальный округ,3,0,311.7,13958.0,53812.9,0.0,57.08135751241837,56.779534207535086,Сельские и малые,5.7420411867732915,9.543808099577097,10.89326849435965,7.917997406571896,q3
754,0.0891080330061876,0.1258169411484838,0.033351768124244514,0.030043233924590042,0.4466278655635958,0.44911724415236076,24474.75,27123.083333333332,3.67089081422962,-0.3308534199654472,0.24893785887649678,0.10820675730429663,городской округ Осинский,Осинский,Пермский край,городской округ,0,4,309.6,26196.0,67450.8,0.7337761490303863,57.2712166383717,55.49418635586119,Крупные и средние города,5.735281141715572,10.173362006337944,11.119153722203075,8.91080330061876,q3
755,0.1132051499299352,0.16160062029048766,0.018132725119372025,0.015200667364482065,0.4848050882312666,0.4856846350218833,20656.083333333332,23439.416666666668,4.8395470360552455,-0.29320577548899596,0.0879546790616692,0.1347464225631676,городской округ Оханский,Оханский,Пермский край,городской округ,3,1,311.0,14030.0,47448.6,0.4436208125445474,57.65896391488603,55.213034849440696,Сельские и малые,5.739792912179234,9.548953173096507,10.767402298860967,11.32051499299352,q3
756,0.09536947850040078,0.13320316603895,0.02861120348944766,0.02577052629405222,0.47197758126226147,0.4645516470405302,22793.416666666668,25757.166666666668,3.783368753854921,-0.28406771953954424,-0.7425934221731267,0.130026579312009,городской округ Очерский,Очерский,Пермский край,городской округ,0,1,316.9,22301.0,59360.1,0.7758844894847765,57.89256300572016,54.6220372226341,Крупные и средние города,5.758586266696875,10.012386799492118,10.99137756247596,9.536947850040079,q3
757,0.09670747259692809,0.13233531565253417,0.048336408102112566,0.054821766396566746,0.4218324199279578,0.3983761927773785,28431.916666666668,33956.5,3.562784305560608,0.648535829445418,-2.3456227150579267,0.19430921235817733,муниципальный округ Пермский,Пермский,Пермский край,муниципальный округ,2,5,686.4,128718.0,72918.6,0.0,57.7883433678865,56.10119139494377,Столичные агломерации,6.531460548173753,11.76537924394456,11.197099029485969,9.67074725969281,q5 (высокая)
758,0.08878482361425422,0.1438505392710981,0.018137320179265223,0.014878695350982069,0.5405306752974345,0.5149717537765255,20951.166666666668,23225.166666666668,5.506571565684387,-0.32586248282831537,-2.5558921520908995,0.10853810845855838,муниципальный округ Сивинский,Сивинский,Пермский край,муниципальный округ,3,0,309.1,11869.0,49361.4,0.0,58.478592230623185,54.204084136724056,Сельские и малые,5.733664849138071,9.381685238056505,10.806924021224047,8.878482361425421,q3
760,0.11306041324580456,0.16788274530182867,0.012754951867172225,0.015066852482956658,0.5100535622996994,0.4780590263526743,19238.333333333332,22764.0,5.4822332056024115,0.23119006157844324,-3.199453594702517,0.18326258338386903,городской округ Суксунский,Суксунский,Пермский край,городской округ,3,0,309.1,18094.0,67480.1,0.4568365203935006,57.08007863267561,57.49922037054455,Сельские и малые,5.733664849138071,9.803335670585687,11.119588018579377,11.306041324580455,q3
761,0.08588071816930032,0.144635062204609,0.014482950327783758,0.015057207652768379,0.5743096184435313,0.5478983750551177,18522.583333333332,21504.833333333332,5.8754344035308685,0.05742573249846207,-2.6411243388413608,0.16100615914806693,муниципальный округ Уинский,Уинский,Пермский край,муниципальный округ,3,0,310.3,9728.0,52556.1,0.0,56.87279485860683,56.483643688589915,Сельские и малые,5.7375395714543345,9.182763604205949,10.869636449492226,8.588071816930032,q3
763,0.08848443378421024,0.11994642953495512,0.046902247053338945,0.048568653814853764,0.4257565104205823,0.41463348801367034,26681.333333333332,31032.833333333332,3.1461995750744878,0.16664067615148187,-1.1123022406911987,0.16309154964769368,городской округ Чайковский,Чайковский,Пермский край,городской округ,0,4,322.1,93785.0,70557.7,0.7987737911179826,56.70896534897273,54.35548590569432,Крупные и средние города,5.774862056337153,11.448760207494441,11.164186093777518,8.848443378421024,q3
764,0.10727452474376685,0.181760151885333,0.022460121950332035,0.015658207224520843,0.5549398780161517,0.5018821191773056,19988.833333333332,22749.416666666668,7.448562714156616,-0.6801914725811191,-5.305775883884611,0.13810627600410252,муниципальный округ Частинский,Частинский,Пермский край,муниципальный округ,3,0,311.5,11783.0,58265.8,0.0,57.26573084592975,54.77772578157941,Сельские и малые,5.741399338227508,9.37441309371334,10.972770579282965,10.727452474376685,q3
765,0.12206095752649736,0.16484773188109267,0.012274555931770875,0.011206967875190633,0.5584291913429058,0.5447782107742236,20118.75,22348.083333333332,4.278677435459531,-0.10675880565802418,-1.3650980568682192,0.11080873977425698,городской округ Чердынский,Чердынский,Пермский край,городской округ,3,0,273.4,14730.0,48749.8,0.519959266802444,60.85375333113472,56.745573098359785,Сельские и малые,5.610935924289849,9.597641509456675,10.794456373853475,12.206095752649736,q2
766,0.09738090497371277,0.13381412165250553,0.029900775371346,0.0317619664659694,0.42881819089207335,0.4237090770289588,25165.166666666668,29000.833333333332,3.643321667879276,0.18611910946233975,-0.5109113863114523,0.15241968064321698,городской округ Чернушинский,Чернушинский,Пермский край,городской округ,0,3,314.5,50392.0,74102.2,0.6560962057469439,56.54152866446661,56.17513280402827,Крупные и средние города,5.750984076140496,10.827587711301765,11.213200500452087,9.738090497371276,q3
