id,beh,beh_name,switches_beh,beh_seq,macro,sub
2094,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2095,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2096,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2098,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2100,1,Продукты и маркетплейсы,5,101111111000003333331111,3,0
2101,4,Общепит и услуги,1,444444444444444444444333,0,4
2105,0,Базовая корзина малых городов,0,000000000000000000000000,0,4
2108,0,Базовая корзина малых городов,1,000000000000003333333333,0,4
2109,0,Базовая корзина малых городов,2,000000000000000000033000,0,4
2110,1,Продукты и маркетплейсы,2,111110000111111111111111,3,0
2111,0,Базовая корзина малых городов,0,000000000000000000000000,3,1
2112,1,Продукты и маркетплейсы,5,010111011111111111111111,3,0
2113,0,Базовая корзина малых городов,1,000000000000003333333333,3,1
2114,0,Базовая корзина малых городов,1,000000000000000000011111,3,0
2116,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2117,1,Продукты и маркетплейсы,4,111110000011111111133111,3,0
2118,1,Продукты и маркетплейсы,5,001110000111111111110011,3,0
2119,4,Общепит и услуги,1,444444444444444443333333,0,1
2120,0,Базовая корзина малых городов,2,000000000000003300000000,3,1
2121,0,Базовая корзина малых городов,4,001111111111000001100000,3,1
2122,0,Базовая корзина малых городов,0,000000000000000000000000,3,1
2124,0,Базовая корзина малых городов,1,000000000000000333333333,0,1
2125,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2126,0,Базовая корзина малых городов,2,000000000000001000000000,3,1
2127,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2128,1,Продукты и маркетплейсы,3,000011111111100000011111,3,1
2129,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2130,1,Продукты и маркетплейсы,12,131111333311311131333031,3,0
2131,0,Базовая корзина малых городов,0,000000000000000000000000,0,1
2132,1,Продукты и маркетплейсы,2,111111133331111111111111,3,0
2133,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2134,0,Базовая корзина малых городов,7,111110000001111010100000,3,0
2136,3,Транспортная корзина,1,111111333333333333333333,3,0
2137,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2138,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2139,1,Продукты и маркетплейсы,4,011110000311111111111111,3,0
2140,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2142,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2143,1,Продукты и маркетплейсы,2,111111111111113111111111,3,0
2144,4,Общепит и услуги,0,444444444444444444444444,0,4
2145,0,Базовая корзина малых городов,4,000100000000100000000000,3,1
2146,0,Базовая корзина малых городов,1,000000000000000002222222,1,3
2148,2,Дорогая корзина без онлайна,3,222222222222202000000000,1,3
2149,3,Транспортная корзина,1,333333333333300000000000,3,1
2150,1,Продукты и маркетплейсы,4,111111133333111110000011,3,0
2151,0,Базовая корзина малых городов,0,000000000000000000000000,3,1
2152,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2153,0,Базовая корзина малых городов,0,000000000000000000000000,1,3
2154,1,Продукты и маркетплейсы,6,113333303311111110000001,3,0
2155,0,Базовая корзина малых городов,0,000000000000000000000000,3,1
2156,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2157,1,Продукты и маркетплейсы,5,111111003111111110000011,3,0
2158,0,Базовая корзина малых городов,0,000000000000000000000000,1,3
2159,1,Продукты и маркетплейсы,2,111111113111111111111111,3,0
2160,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2161,4,Общепит и услуги,0,444444444444444444444444,0,1
2162,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2163,0,Базовая корзина малых городов,1,333333000000000000000000,3,0
2164,4,Общепит и услуги,0,444444444444444444444444,0,4
2165,0,Базовая корзина малых городов,1,000000000000000033333333,0,4
2167,0,Базовая корзина малых городов,1,000000000000000333333333,0,4
2168,0,Базовая корзина малых городов,1,000000000000003333333333,0,4
2169,3,Транспортная корзина,2,000000444444444333333333,0,4
2171,0,Базовая корзина малых городов,5,111110000111001000000000,3,0
2172,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2173,0,Базовая корзина малых городов,0,000000000000000000000000,3,1
2174,0,Базовая корзина малых городов,0,000000000000000000000000,3,1
2175,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2176,0,Базовая корзина малых городов,6,011011011111000000000000,3,0
2177,0,Базовая корзина малых городов,1,000000000000003333333333,3,1
2178,1,Продукты и маркетплейсы,5,000111111111111111010011,3,0
2179,0,Базовая корзина малых городов,0,000000000000000000000000,3,1
2180,0,Базовая корзина малых городов,0,000000000000000000000000,3,1
2181,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2182,1,Продукты и маркетплейсы,7,001011101100000001111111,3,0
2183,0,Базовая корзина малых городов,0,000000000000000000000000,3,1
2184,1,Продукты и маркетплейсы,2,111111111111111101111111,3,1
2185,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2186,0,Базовая корзина малых городов,1,000000000000000003333333,0,1
2187,0,Базовая корзина малых городов,0,000000000000000000000000,3,0
2188,0,Базовая корзина малых городов,1,000000000000000003333333,0,1
2189,0,Базовая корзина малых городов,0,000000000000000000000000,0,1
2190,4,Общепит и услуги,0,444444444444444444444444,2,4
2191,3,Транспортная корзина,0,333333333333333333333333,0,4
2192,3,Транспортная корзина,3,000333334444333333333333,0,4
2193,4,Общепит и услуги,0,444444444444444444444444,0,4
2194,3,Транспортная корзина,0,333333333333333333333333,0,4
2195,3,Транспортная корзина,4,131333333333333331111111,3,0
2196,1,Продукты и маркетплейсы,2,111111113111111111111111,3,0
2197,1,Продукты и маркетплейсы,2,111111111311111111111111,3,0
2198,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2199,3,Транспортная корзина,1,333333333333330000000000,3,2
2200,3,Транспортная корзина,2,333333331111333333333333,3,0
2201,3,Транспортная корзина,1,333333333333333331111111,3,0
2202,3,Транспортная корзина,1,333333333333333333000000,3,2
2203,3,Транспортная корзина,0,333333333333333333333333,3,1
2204,3,Транспортная корзина,5,113333333333311130000111,3,0
2205,3,Транспортная корзина,6,333333300003333311011000,3,0
2206,3,Транспортная корзина,3,333333333333333311000011,3,0
2207,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2208,3,Транспортная корзина,0,333333333333333333333333,3,0
2210,4,Общепит и услуги,0,444444444444444444444444,2,5
2211,0,Базовая корзина малых городов,0,000000000000000000000000,1,3
2212,3,Транспортная корзина,4,333333333333333330011103,3,0
2213,1,Продукты и маркетплейсы,2,111111133333111111111111,3,0
2215,3,Транспортная корзина,2,333333333333333333033333,3,2
2216,4,Общепит и услуги,0,444444444444444444444444,0,4
2217,4,Общепит и услуги,0,444444444444444444444444,1,3
2218,0,Базовая корзина малых городов,4,400000044000000022222222,1,3
2219,4,Общепит и услуги,3,400000444444444442222222,1,3
2220,4,Общепит и услуги,0,444444444444444444444444,1,3
2221,4,Общепит и услуги,0,444444444444444444444444,0,4
2222,4,Общепит и услуги,1,444444444444444442222222,1,3
2223,0,Базовая корзина малых городов,1,000000000000000002222222,1,3
2224,4,Общепит и услуги,3,000000444444444442233333,1,3
2225,0,Базовая корзина малых городов,1,000000000000000002222222,1,3
2226,4,Общепит и услуги,0,444444444444444444444444,0,4
2227,4,Общепит и услуги,1,444444444444444444433333,0,4
2228,4,Общепит и услуги,1,444444444444444444433333,0,4
2229,4,Общепит и услуги,3,440000444444444422222222,1,3
2230,0,Базовая корзина малых городов,5,000200000020000002222222,1,1
2231,0,Базовая корзина малых городов,2,000000000000443333333333,1,3
2232,0,Базовая корзина малых городов,1,000000000000000022222222,1,3
2233,0,Базовая корзина малых городов,1,000000000000000002222222,1,3
2234,0,Базовая корзина малых городов,2,000000000000000000030000,1,3
2235,3,Транспортная корзина,3,400000444444443333333333,1,3
2236,4,Общепит и услуги,3,400000044444444422222222,1,3
2237,4,Общепит и услуги,3,444044444444444443333333,1,3
2238,4,Общепит и услуги,0,444444444444444444444444,1,4
2241,0,Базовая корзина малых городов,4,000000444000004422222222,1,3
2242,4,Общепит и услуги,0,444444444444444444444444,1,3
2243,4,Общепит и услуги,0,444444444444444444444444,1,3
2244,2,Дорогая корзина без онлайна,0,222222222222222222222222,1,3
2245,4,Общепит и услуги,1,444444444444444422222222,1,3
2248,0,Базовая корзина малых городов,5,400000440000004222222222,1,3
2249,2,Дорогая корзина без онлайна,2,222222222233222222222222,1,2
2250,2,Дорогая корзина без онлайна,0,222222222222222222222222,1,3
2251,4,Общепит и услуги,1,444444444444444444443333,0,4
2252,0,Базовая корзина малых городов,1,000000000000003333333333,0,4
2253,0,Базовая корзина малых городов,0,000000000000000000000000,0,1
2254,1,Продукты и маркетплейсы,2,111111111133111111111111,3,0
2255,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2256,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2257,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2258,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2259,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2260,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2262,1,Продукты и маркетплейсы,4,111311331111111111111111,3,0
2264,1,Продукты и маркетплейсы,1,000000001111111111111111,3,1
2265,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2266,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2267,1,Продукты и маркетплейсы,4,111111111111111101111011,3,0
2268,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2269,1,Продукты и маркетплейсы,5,111111111111111101111010,3,0
2270,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2271,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2272,0,Базовая корзина малых городов,1,330000000000000000000000,3,1
2274,0,Базовая корзина малых городов,3,333333300000003330000000,3,1
2275,4,Общепит и услуги,0,444444444444444444444444,0,4
2276,0,Базовая корзина малых городов,0,000000000000000000000000,0,4
2278,0,Базовая корзина малых городов,0,000000000000000000000000,0,1
2279,4,Общепит и услуги,3,400004444444444443333333,0,4
2280,0,Базовая корзина малых городов,1,000000000000003333333333,0,4
2281,4,Общепит и услуги,1,444444444444444444444333,0,4
2282,4,Общепит и услуги,1,444444444444444443333333,0,4
2286,3,Транспортная корзина,2,333333300000333333333333,0,4
2287,0,Базовая корзина малых городов,2,000000000000000000030000,0,1
2288,0,Базовая корзина малых городов,2,000000000000044433333333,0,4
2289,0,Базовая корзина малых городов,1,000000000000003333333333,0,4
2292,3,Транспортная корзина,1,333333333333330000000000,3,0
2293,0,Базовая корзина малых городов,0,000000000000000000000000,0,1
2294,1,Продукты и маркетплейсы,1,111111111111111100000000,3,0
2295,3,Транспортная корзина,2,333333333333333333111133,3,0
2296,0,Базовая корзина малых городов,0,000000000000000000000000,3,1
2297,0,Базовая корзина малых городов,0,000000000000000000000000,3,1
2298,0,Базовая корзина малых городов,2,000001111100000000000000,3,1
2299,0,Базовая корзина малых городов,0,000000000000000000000000,0,1
2300,0,Базовая корзина малых городов,0,000000000000000000000000,3,1
2301,0,Базовая корзина малых городов,3,100000000000000330000000,3,1
2302,0,Базовая корзина малых городов,5,200030333300000000000000,3,0
2303,0,Базовая корзина малых городов,0,000000000000000000000000,0,1
2304,0,Базовая корзина малых городов,0,000000000000000000000000,3,1
2305,3,Транспортная корзина,5,333331333333331111111130,3,0
2307,0,Базовая корзина малых городов,3,110111111111000000000000,3,0
2308,1,Продукты и маркетплейсы,1,111111111111111111110000,3,0
2309,1,Продукты и маркетплейсы,2,011111111111111110000000,3,0
2310,0,Базовая корзина малых городов,0,000000000000000000000000,3,1
2311,0,Базовая корзина малых городов,1,000000000000000333333333,0,1
2312,4,Общепит и услуги,0,444444444444444444444444,0,1
2314,0,Базовая корзина малых городов,1,333330000000000000000000,3,1
2315,1,Продукты и маркетплейсы,3,111111111110111100000000,3,0
2316,0,Базовая корзина малых городов,2,000300000000000000000000,3,0
2317,3,Транспортная корзина,2,333333333333111100000000,3,0
2318,4,Общепит и услуги,0,444444444444444444444444,0,4
2320,4,Общепит и услуги,2,000000044444444443333333,0,4
2321,0,Базовая корзина малых городов,4,000011111111001000000000,3,0
2322,0,Базовая корзина малых городов,4,000011100001110000000000,3,0
2323,1,Продукты и маркетплейсы,0,111111111111111111111111,3,0
2324,0,Базовая корзина малых городов,0,000000000000000000000000,3,1
2325,0,Базовая корзина малых городов,0,000000000000000000000000,3,1
2326,0,Базовая корзина малых городов,2,000111111000000000000000,3,0
2327,0,Базовая корзина малых городов,0,000000000000000000000000,3,1
2328,0,Базовая корзина малых городов,0,000000000000000000000000,3,1
2329,0,Базовая корзина малых городов,0,000000000000000000000000,3,1
2330,0,Базовая корзина малых городов,2,000000000111000000000000,3,0
2332,1,Продукты и маркетплейсы,1,111111111111100000000000,3,0
2333,0,Базовая корзина малых городов,1,000000000000000333333333,0,1
2334,0,Базовая корзина малых городов,1,000000000000000000033333,3,1
2335,0,Базовая корзина малых городов,4,000000000000000000333030,0,1
2336,0,Базовая корзина малых городов,1,000000000000000033333333,0,1
2337,4,Общепит и услуги,1,444444444444444444333333,2,5
2338,2,Дорогая корзина без онлайна,0,222222222222222222222222,1,4
2339,2,Дорогая корзина без онлайна,2,222222322222222222222222,1,2
2340,3,Транспортная корзина,2,300000000000333333333333,3,2
2341,2,Дорогая корзина без онлайна,0,222222222222222222222222,1,3
2342,0,Базовая корзина малых городов,2,222222222333330000000000,3,2
2343,2,Дорогая корзина без онлайна,1,222222222222222223333333,1,2
2344,2,Дорогая корзина без онлайна,5,444444224442222222224442,1,3
2345,2,Дорогая корзина без онлайна,0,222222222222222222222222,1,3
2348,2,Дорогая корзина без онлайна,0,222222222222222222222222,1,3
2349,2,Дорогая корзина без онлайна,0,222222222222222222222222,1,3
2351,4,Общепит и услуги,0,444444444444444444444444,2,5
2352,4,Общепит и услуги,0,444444444444444444444444,2,5
2353,4,Общепит и услуги,0,444444444444444444444444,2,5
2354,4,Общепит и услуги,0,444444444444444444444444,2,5
2355,4,Общепит и услуги,0,444444444444444444444444,2,5
2356,4,Общепит и услуги,0,444444444444444444444444,2,5
2357,4,Общепит и услуги,0,444444444444444444444444,2,5
2358,4,Общепит и услуги,0,444444444444444444444444,2,5
2359,4,Общепит и услуги,0,444444444444444444444444,2,5
2360,4,Общепит и услуги,0,444444444444444444444444,2,5
2361,4,Общепит и услуги,0,444444444444444444444444,2,5
2362,4,Общепит и услуги,0,444444444444444444444444,0,4
2363,4,Общепит и услуги,0,444444444444444444444444,2,5
2364,4,Общепит и услуги,0,444444444444444444444444,2,5
2365,4,Общепит и услуги,0,444444444444444444444444,2,5
2366,4,Общепит и услуги,0,444444444444444444444444,2,5
2367,4,Общепит и услуги,0,444444444444444444444444,2,5
2368,4,Общепит и услуги,0,444444444444444444444444,2,5
2369,4,Общепит и услуги,0,444444444444444444444444,2,5
2370,4,Общепит и услуги,0,444444444444444444444444,2,5
2371,4,Общепит и услуги,0,444444444444444444444444,2,5
2372,4,Общепит и услуги,0,444444444444444444444444,2,5
2373,4,Общепит и услуги,0,444444444444444444444444,2,5
2374,4,Общепит и услуги,0,444444444444444444444444,2,5
2375,4,Общепит и услуги,0,444444444444444444444444,2,5
2376,4,Общепит и услуги,0,444444444444444444444444,2,5
2377,4,Общепит и услуги,0,444444444444444444444444,2,5
2378,4,Общепит и услуги,0,444444444444444444444444,2,5
2379,4,Общепит и услуги,0,444444444444444444444444,2,5
2380,4,Общепит и услуги,0,444444444444444444444444,2,5
2381,4,Общепит и услуги,0,444444444444444444444444,2,5
2382,4,Общепит и услуги,0,444444444444444444444444,2,5
2383,4,Общепит и услуги,0,444444444444444444444444,2,5
2384,4,Общепит и услуги,0,444444444444444444444444,2,5
2385,4,Общепит и услуги,0,444444444444444444444444,2,5
2386,4,Общепит и услуги,0,444444444444444444444444,2,5
2387,4,Общепит и услуги,0,444444444444444444444444,2,5
2388,4,Общепит и услуги,0,444444444444444444444444,2,5
2389,4,Общепит и услуги,0,444444444444444444444444,2,5
2390,4,Общепит и услуги,0,444444444444444444444444,2,5
2391,4,Общепит и услуги,0,444444444444444444444444,2,5
2392,4,Общепит и услуги,0,444444444444444444444444,2,5
2393,4,Общепит и услуги,0,444444444444444444444444,2,5
2395,4,Общепит и услуги,1,444444444444444443333333,2,5
2398,4,Общепит и услуги,0,444444444444444444444444,2,5
2399,4,Общепит и услуги,0,444444444444444444444444,2,5
2400,4,Общепит и услуги,0,444444444444444444444444,2,5
2401,4,Общепит и услуги,0,444444444444444444444444,2,5
2402,4,Общепит и услуги,0,444444444444444444444444,2,5
2403,4,Общепит и услуги,0,444444444444444444444444,0,4
2404,4,Общепит и услуги,0,444444444444444444444444,2,5
2405,4,Общепит и услуги,0,444444444444444444444444,2,5
2406,4,Общепит и услуги,0,444444444444444444444444,2,5
2407,4,Общепит и услуги,0,444444444444444444444444,2,5
2408,4,Общепит и услуги,0,444444444444444444444444,2,5
2409,4,Общепит и услуги,0,444444444444444444444444,2,5
2410,4,Общепит и услуги,0,444444444444444444444444,0,5
2411,4,Общепит и услуги,0,444444444444444444444444,2,5
2412,4,Общепит и услуги,0,444444444444444444444444,2,5
2416,4,Общепит и услуги,0,444444444444444444444444,2,5
2422,4,Общепит и услуги,0,444444444444444444444444,2,5
2423,4,Общепит и услуги,0,444444444444444444444444,2,5
2424,4,Общепит и услуги,0,444444444444444444444444,2,5
2425,4,Общепит и услуги,0,444444444444444444444444,2,5
2426,4,Общепит и услуги,0,444444444444444444444444,2,5
2427,4,Общепит и услуги,0,444444444444444444444444,2,5
2428,4,Общепит и услуги,0,444444444444444444444444,2,5
2429,4,Общепит и услуги,0,444444444444444444444444,2,5
2430,4,Общепит и услуги,0,444444444444444444444444,2,5
2431,4,Общепит и услуги,0,444444444444444444444444,2,5
2432,4,Общепит и услуги,0,444444444444444444444444,2,5
2433,4,Общепит и услуги,0,444444444444444444444444,2,5
2434,4,Общепит и услуги,0,444444444444444444444444,2,5
2435,4,Общепит и услуги,0,444444444444444444444444,2,5
2436,4,Общепит и услуги,0,444444444444444444444444,2,5
2437,4,Общепит и услуги,0,444444444444444444444444,2,5
2439,4,Общепит и услуги,0,444444444444444444444444,2,5
2440,4,Общепит и услуги,0,444444444444444444444444,2,5
2441,4,Общепит и услуги,0,444444444444444444444444,2,5
2442,4,Общепит и услуги,0,444444444444444444444444,2,5
2443,4,Общепит и услуги,0,444444444444444444444444,2,5
2444,4,Общепит и услуги,0,444444444444444444444444,2,5
2445,4,Общепит и услуги,0,444444444444444444444444,2,5
2446,4,Общепит и услуги,0,444444444444444444444444,2,5
2447,4,Общепит и услуги,0,444444444444444444444444,2,5
2449,4,Общепит и услуги,0,444444444444444444444444,2,5
2450,4,Общепит и услуги,0,444444444444444444444444,2,5
2451,4,Общепит и услуги,0,444444444444444444444444,2,5
2452,4,Общепит и услуги,0,444444444444444444444444,2,5
2453,4,Общепит и услуги,0,444444444444444444444444,2,5
2454,4,Общепит и услуги,0,444444444444444444444444,2,5
2455,4,Общепит и услуги,0,444444444444444444444444,2,5
2456,4,Общепит и услуги,0,444444444444444444444444,2,5
2457,4,Общепит и услуги,0,444444444444444444444444,2,5
2458,4,Общепит и услуги,0,444444444444444444444444,2,5
2459,4,Общепит и услуги,0,444444444444444444444444,2,5
2460,4,Общепит и услуги,0,444444444444444444444444,2,5
2461,4,Общепит и услуги,0,444444444444444444444444,2,5
2462,4,Общепит и услуги,0,444444444444444444444444,2,5
2463,4,Общепит и услуги,0,444444444444444444444444,2,5
2464,4,Общепит и услуги,0,444444444444444444444444,2,5
2465,4,Общепит и услуги,0,444444444444444444444444,2,5
2466,4,Общепит и услуги,0,444444444444444444444444,2,5
2467,4,Общепит и услуги,0,444444444444444444444444,2,5
2468,4,Общепит и услуги,0,444444444444444444444444,2,5
2469,4,Общепит и услуги,0,444444444444444444444444,2,5
2470,4,Общепит и услуги,0,444444444444444444444444,2,5
2471,4,Общепит и услуги,0,444444444444444444444444,2,5
2472,4,Общепит и услуги,0,444444444444444444444444,2,5
2473,4,Общепит и услуги,0,444444444444444444444444,2,5
2474,4,Общепит и услуги,0,444444444444444444444444,2,5
2475,4,Общепит и услуги,0,444444444444444444444444,2,5
2476,4,Общепит и услуги,0,444444444444444444444444,2,5
2477,4,Общепит и услуги,0,444444444444444444444444,2,5
2478,4,Общепит и услуги,0,444444444444444444444444,2,5
2479,4,Общепит и услуги,0,444444444444444444444444,2,5
2480,4,Общепит и услуги,0,444444444444444444444444,2,5
2481,4,Общепит и услуги,0,444444444444444444444444,2,5
2482,4,Общепит и услуги,0,444444444444444444444444,2,5
2483,4,Общепит и услуги,0,444444444444444444444444,2,5
2484,4,Общепит и услуги,0,444444444444444444444444,2,5
2485,4,Общепит и услуги,0,444444444444444444444444,2,5
2486,4,Общепит и услуги,0,444444444444444444444444,2,5
2487,4,Общепит и услуги,0,444444444444444444444444,2,5
2488,4,Общепит и услуги,0,444444444444444444444444,2,5
2489,4,Общепит и услуги,0,444444444444444444444444,2,5
2490,4,Общепит и услуги,0,444444444444444444444444,2,5
2491,4,Общепит и услуги,0,444444444444444444444444,2,5
2492,4,Общепит и услуги,0,444444444444444444444444,2,5
2493,4,Общепит и услуги,0,444444444444444444444444,2,5
2494,4,Общепит и услуги,0,444444444444444444444444,2,5
2495,4,Общепит и услуги,0,444444444444444444444444,2,5
2496,4,Общепит и услуги,0,444444444444444444444444,2,5
2497,4,Общепит и услуги,0,444444444444444444444444,2,5
2498,4,Общепит и услуги,0,444444444444444444444444,2,5
2499,4,Общепит и услуги,0,444444444444444444444444,2,5
2500,4,Общепит и услуги,0,444444444444444444444444,2,5
2501,4,Общепит и услуги,0,444444444444444444444444,2,5
2502,4,Общепит и услуги,0,444444444444444444444444,2,5
2503,4,Общепит и услуги,0,444444444444444444444444,2,5
2504,4,Общепит и услуги,0,444444444444444444444444,2,5
2505,4,Общепит и услуги,0,444444444444444444444444,2,5
2506,4,Общепит и услуги,0,444444444444444444444444,2,5
2507,4,Общепит и услуги,0,444444444444444444444444,2,5
2508,4,Общепит и услуги,0,444444444444444444444444,2,5
2509,4,Общепит и услуги,0,444444444444444444444444,2,5
2510,4,Общепит и услуги,0,444444444444444444444444,2,5
2511,4,Общепит и услуги,0,444444444444444444444444,2,5
2512,4,Общепит и услуги,0,444444444444444444444444,2,5
2513,4,Общепит и услуги,0,444444444444444444444444,2,5
2514,4,Общепит и услуги,0,444444444444444444444444,2,5
2515,4,Общепит и услуги,0,444444444444444444444444,2,5
2516,4,Общепит и услуги,0,444444444444444444444444,2,5
2517,4,Общепит и услуги,0,444444444444444444444444,2,5
2518,4,Общепит и услуги,0,444444444444444444444444,2,5
2519,4,Общепит и услуги,0,444444444444444444444444,2,5
2520,4,Общепит и услуги,0,444444444444444444444444,2,5
2521,4,Общепит и услуги,0,444444444444444444444444,2,5
2522,4,Общепит и услуги,0,444444444444444444444444,2,5
2523,4,Общепит и услуги,0,444444444444444444444444,2,5
2524,4,Общепит и услуги,0,444444444444444444444444,2,5
2525,4,Общепит и услуги,0,444444444444444444444444,2,5
2526,4,Общепит и услуги,0,444444444444444444444444,2,5
2527,4,Общепит и услуги,0,444444444444444444444444,2,5
2528,4,Общепит и услуги,0,444444444444444444444444,2,5
2529,4,Общепит и услуги,0,444444444444444444444444,2,5
2530,4,Общепит и услуги,0,444444444444444444444444,2,5
2531,4,Общепит и услуги,0,444444444444444444444444,2,5
2532,4,Общепит и услуги,0,444444444444444444444444,2,5
2533,4,Общепит и услуги,0,444444444444444444444444,2,5
2534,4,Общепит и услуги,0,444444444444444444444444,2,5
2535,4,Общепит и услуги,0,444444444444444444444444,2,5
2536,4,Общепит и услуги,0,444444444444444444444444,2,5
2537,4,Общепит и услуги,0,444444444444444444444444,2,5
2538,4,Общепит и услуги,0,444444444444444444444444,2,5
2539,4,Общепит и услуги,0,444444444444444444444444,2,5
2540,4,Общепит и услуги,0,444444444444444444444444,2,5
2541,4,Общепит и услуги,0,444444444444444444444444,2,5
2542,4,Общепит и услуги,0,444444444444444444444444,2,5
2543,4,Общепит и услуги,0,444444444444444444444444,2,5
2544,4,Общепит и услуги,0,444444444444444444444444,2,5
2545,4,Общепит и услуги,0,444444444444444444444444,2,5
2546,4,Общепит и услуги,0,444444444444444444444444,2,5
2547,4,Общепит и услуги,0,444444444444444444444444,2,5
2548,4,Общепит и услуги,0,444444444444444444444444,2,5
2549,4,Общепит и услуги,0,444444444444444444444444,2,5
2550,4,Общепит и услуги,0,444444444444444444444444,2,5
2551,4,Общепит и услуги,0,444444444444444444444444,2,5
2552,4,Общепит и услуги,0,444444444444444444444444,2,5
2553,4,Общепит и услуги,0,444444444444444444444444,2,5
2554,4,Общепит и услуги,0,444444444444444444444444,2,5
2555,4,Общепит и услуги,0,444444444444444444444444,2,5
2556,4,Общепит и услуги,0,444444444444444444444444,2,5
2557,4,Общепит и услуги,0,444444444444444444444444,2,5
2558,4,Общепит и услуги,0,444444444444444444444444,2,5
2559,4,Общепит и услуги,0,444444444444444444444444,2,5
2560,4,Общепит и услуги,0,444444444444444444444444,2,5
2561,4,Общепит и услуги,0,444444444444444444444444,2,5
2562,4,Общепит и услуги,0,444444444444444444444444,2,5
2563,4,Общепит и услуги,0,444444444444444444444444,2,5
2564,4,Общепит и услуги,0,444444444444444444444444,2,5
2565,4,Общепит и услуги,0,444444444444444444444444,2,5
2566,4,Общепит и услуги,0,444444444444444444444444,2,5
2567,4,Общепит и услуги,0,444444444444444444444444,2,5
2568,4,Общепит и услуги,0,444444444444444444444444,2,5
2569,4,Общепит и услуги,0,444444444444444444444444,2,5
2570,4,Общепит и услуги,0,444444444444444444444444,2,5
2571,4,Общепит и услуги,0,444444444444444444444444,2,5
2572,4,Общепит и услуги,0,444444444444444444444444,2,5
2573,4,Общепит и услуги,0,444444444444444444444444,2,5
2574,4,Общепит и услуги,0,444444444444444444444444,2,5
2575,4,Общепит и услуги,0,444444444444444444444444,2,5
2576,4,Общепит и услуги,0,444444444444444444444444,2,5
2577,4,Общепит и услуги,0,444444444444444444444444,2,5
2578,4,Общепит и услуги,0,444444444444444444444444,2,5
2579,4,Общепит и услуги,0,444444444444444444444444,2,5
2580,4,Общепит и услуги,0,444444444444444444444444,2,5
2581,4,Общепит и услуги,0,444444444444444444444444,2,5
2582,4,Общепит и услуги,0,444444444444444444444444,2,5
2583,4,Общепит и услуги,0,444444444444444444444444,2,5
2584,4,Общепит и услуги,0,444444444444444444444444,2,5
2585,4,Общепит и услуги,0,444444444444444444444444,2,5
2586,4,Общепит и услуги,0,444444444444444444444444,2,5
2587,4,Общепит и услуги,0,444444444444444444444444,2,5
2588,4,Общепит и услуги,0,444444444444444444444444,2,5
2589,4,Общепит и услуги,0,444444444444444444444444,2,5
2590,4,Общепит и услуги,0,444444444444444444444444,2,5
2591,4,Общепит и услуги,2,000000444444444443333333,2,5
2592,4,Общепит и услуги,0,444444444444444444444444,2,5
2593,0,Базовая корзина малых городов,1,000000000000000003333333,2,5
2595,3,Транспортная корзина,3,444400000000043333333333,2,5
2596,4,Общепит и услуги,1,444444444444444444333333,2,5
2597,4,Общепит и услуги,0,444444444444444444444444,2,5
2598,0,Базовая корзина малых городов,1,000000000000003333333333,0,4
2599,4,Общепит и услуги,0,444444444444444444444444,2,5
2600,4,Общепит и услуги,0,444444444444444444444444,2,5
2601,4,Общепит и услуги,1,444444444444444433333333,2,5
2602,4,Общепит и услуги,0,444444444444444444444444,2,5
2604,4,Общепит и услуги,0,444444444444444444444444,2,5
2605,4,Общепит и услуги,0,444444444444444444444444,2,5
