cluster,size,share_Продовольствие,share_Здоровье,share_Общественное питание,share_Маркетплейсы,share_Транспорт,share_other,total_rub,population,wage,market_access,urban_share,yoy_growth,seasonal_amplitude,emp_agri,emp_extract,emp_industry,emp_market_services,emp_public
0,1017,0.08996506475700253,-0.01303741114099209,-0.47170351316058223,0.10850118293116849,-0.06315181976619623,-0.13101481089324685,-0.24709528108853676,-0.6662124588300556,-0.3130659023766672,-0.0639491130142464,-0.48823655173386044,-0.07590155576301277,0.018657640370559746,0.6191211312563865,-0.7447255786889482,-0.4747178373624332,-0.3386920547034542,0.20999528576909118
1,267,-0.2663367768673348,0.1798674744010254,1.312997711096123,-0.1633971342149162,0.28893509451071675,0.2602685005553759,0.6480468348482992,0.7044309144698377,0.8497644112363572,0.6038075255231652,0.8306754981889619,0.17345234903863344,-0.07345840349262997,-0.9444831681185528,-0.9263548953694867,-0.009401013925338677,1.1742100410067513,-0.30610768027397534
2,551,-0.046599550253072684,-0.002626075146022738,0.2395681745324744,-0.02075714113961564,0.0071228873451400524,0.054698862608179306,0.06836267181984752,1.0754529910494708,0.0022249722651521107,-0.01840045244189666,0.5460382513908097,0.10077921816499351,-0.029115138051118615,-0.5943402285659446,0.3404491784239733,0.9187535202725531,0.09286502990788909,-0.20423016020819013
3,181,0.02924751798425151,-0.18408066922224472,-0.015745746661581843,-0.30542256042921195,-0.09306619038293852,0.1856977885803295,0.22430698226414506,-0.5770829089458487,0.47113155055192496,-0.506235956095019,-0.1497090305133742,-0.13618366956487718,0.09216030133612887,-0.23458089212385244,4.456250611786613,-0.13732347884654833,-0.13967130138265405,-0.09260018114822514
