cluster,size,share_Продовольствие,share_Здоровье,share_Общественное питание,share_Маркетплейсы,share_Транспорт,share_other,total_rub,population,wage,market_access,urban_share,yoy_growth,seasonal_amplitude,emp_agri,emp_extract,emp_industry,emp_market_services,emp_public
0,508,-0.04395712368867034,0.010569635965444748,0.22927424466292654,-0.02290046480584024,0.012686573444116495,0.04961047769099677,0.050253345738799464,1.111816684687403,-0.03760374266537191,-0.012216498135018843,0.5499782297730573,0.11056138574135536,-0.023932206747889213,-0.5979652672762774,-0.2624057980606686,1.0092076093673494,0.07891539890870902,-0.1858856256979737
1,195,0.007768817334893551,-0.1848661126616516,0.06918690639274756,-0.264715193586621,-0.11481306063718802,0.18982776217403025,0.2628462115225537,-0.49111088174513085,0.525719428936191,-0.46917978475897637,0.009544513963401646,-0.12527758726571153,0.057522035872679254,-0.3120846161598565,5.776393375716549,-0.08890531446909523,-0.07964821240962651,-0.17012433792666393
2,276,-0.2624941252056105,0.17510045972992683,1.2902733763578333,-0.15730093477074011,0.28907840989474387,0.25428696044693205,0.6356796419712702,0.79560905422153,0.83314967380648,0.5956509370132258,0.820318059549551,0.17328916304786515,-0.07220895701268104,-0.9385521939118642,-0.8913619608361079,-0.010479925255312895,1.1466835397952997,-0.31312736152618603
3,1037,0.08993604436864848,-0.017018524577515626,-0.46873501919972466,0.10286206062438005,-0.06156400541591985,-0.1276776638132262,-0.24323171848242867,-0.6653375389816835,-0.3070639689616044,-0.06975291895098161,-0.4904907298388914,-0.07672503706943637,0.02012578222589706,0.6084930464036146,-0.7327407295312283,-0.47836595438707535,-0.33371852753537234,0.20889691775583302
