territory_id,type
1,5
2,2
3,2
4,0
5,0
6,2
7,4
8,4
9,0
10,5
11,3
12,3
13,3
14,3
15,3
16,3
17,3
18,3
19,0
20,3
21,5
22,2
23,5
25,5
26,5
27,5
28,5
29,5
30,3
31,0
32,0
33,0
34,0
35,3
36,0
37,0
38,5
39,0
40,5
41,0
42,2
43,0
44,5
45,0
46,2
47,0
48,0
49,2
50,3
51,2
52,0
53,0
54,0
55,3
56,0
57,5
58,0
59,0
60,0
61,0
62,1
63,0
65,0
66,5
67,0
68,0
69,0
70,0
71,0
72,0
73,2
74,0
75,5
76,4
77,5
78,0
79,1
80,0
81,2
82,0
83,2
167,5
168,0
169,2
173,0
181,0
184,0
185,0
188,0
191,0
194,5
195,2
196,2
198,0
201,0
203,0
204,2
205,0
206,5
207,5
208,2
209,3
210,2
211,2
212,2
213,2
214,2
215,0
216,2
217,2
218,2
219,2
220,2
221,2
222,2
223,2
224,5
225,5
226,1
227,2
228,1
229,5
230,3
231,2
232,0
233,0
234,1
235,0
236,2
237,3
238,0
239,0
240,2
241,2
242,0
243,3
269,5
270,5
271,2
272,2
273,0
274,2
275,0
276,2
277,0
278,2
279,0
280,0
281,0
282,0
283,2
284,2
285,0
287,0
288,0
289,0
290,0
292,0
293,0
294,0
295,0
296,0
297,0
298,2
300,0
301,0
302,0
303,2
304,0
305,0
306,0
307,0
308,2
309,5
312,1
314,3
316,3
317,3
318,3
319,3
320,3
321,3
323,3
324,3
325,1
326,3
327,1
329,3
330,1
331,3
332,1
333,1
334,1
335,3
336,3
337,3
338,3
339,3
340,1
341,1
342,3
343,3
345,5
346,2
347,0
348,0
349,0
351,2
352,2
354,5
355,5
356,2
357,1
358,0
359,0
360,2
361,0
362,4
363,0
364,0
365,0
366,2
367,0
368,5
369,2
370,4
371,2
372,0
373,5
374,2
375,4
376,0
377,0
378,2
379,4
380,1
381,2
382,2
383,2
384,0
385,5
386,0
387,2
388,2
390,0
391,2
392,0
393,0
395,0
396,0
397,2
398,2
401,3
402,3
403,3
404,3
405,3
408,0
410,3
413,3
414,3
416,3
418,5
419,5
420,5
421,5
422,5
423,0
424,0
425,0
428,0
429,0
430,2
431,2
432,2
433,0
434,0
435,0
436,0
437,0
438,0
440,2
441,0
442,0
443,2
444,0
445,0
446,0
447,0
448,5
449,2
450,5
451,1
452,5
453,1
455,3
456,0
457,0
458,3
459,3
460,3
478,5
479,2
480,5
481,5
482,2
484,0
485,0
486,2
487,0
489,2
490,0
491,0
492,0
493,0
494,2
495,0
496,0
497,2
498,2
499,0
501,2
502,0
503,0
504,5
505,5
506,2
507,5
508,5
509,5
510,5
511,2
512,2
515,3
516,0
517,0
518,2
519,0
520,0
521,0
522,0
523,0
524,0
525,0
527,2
528,0
529,2
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
574,2
578,1
579,3
580,1
581,3
582,1
583,1
584,3
585,2
586,3
587,3
588,1
589,3
591,3
592,3
593,3
594,3
595,3
598,3
599,2
600,3
601,3
602,3
603,3
604,3
605,3
606,3
607,3
608,5
612,3
613,3
614,3
615,3
616,3
618,1
619,3
