t,date,K,SW,CH,S_Dbw,WB,AVI,AVU,ANUI,modularity,density_modularity,MQ,conductance,method,Kset
0,2023-01,4,0.23230661397502553,473.7882870756474,0.8155347960417103,5.66216333296213,0.8331408277797375,0.5108175951038197,0.584421132455402,0.4787775045093549,11.646474595739633,3.33256331111895,0.1668591722202625,kefrin_warm,4
1,2023-02,4,0.2347441537327984,485.3064719045123,0.8120131852239305,5.527778469837719,0.8590401176021019,0.5098888295923545,0.5973791242896752,0.5006325862420785,12.305441551124062,3.4361604704084074,0.1409598823978982,kefrin_warm,4
2,2023-03,4,0.2336628365189625,487.1949254460369,0.812619710049096,5.506351824602095,0.8476580432988983,0.5133375079443785,0.590647039942401,0.49404333902767983,12.03661996468089,3.390632173195593,0.15234195670110176,kefrin_warm,4
3,2023-04,4,0.22979287662593015,476.4935554173302,0.8151465297362394,5.630016683682303,0.8380241336070805,0.5159113648215436,0.5850709475915494,0.4875976784621601,11.963747047386022,3.352096534428322,0.16197586639291944,kefrin_warm,4
4,2023-05,4,0.2300714450924145,475.13051741415603,0.8135110482044725,5.646167880915703,0.8243348482406203,0.5158944751798177,0.5783710928032614,0.4811685808336104,11.49211191947372,3.2973393929624812,0.17566515175937966,kefrin_warm,4
5,2023-06,4,0.22876896576216618,473.7838787180518,0.807161729709475,5.662216016985074,0.8175662547807735,0.5150705277991005,0.5753034910447765,0.4819768049367307,11.449235951604082,3.270265019123094,0.18243374521922656,kefrin_warm,4
6,2023-07,4,0.22934019425350355,473.3392062336301,0.803553596616525,5.6675353136553,0.833351522499028,0.5103156934464288,0.5846963330202718,0.48451228307360616,11.757300683575867,3.333406089996112,0.166648477500972,kefrin_warm,4
7,2023-08,4,0.22978398830849148,473.2422856855387,0.8013381473098883,5.668696031210644,0.8250658249839139,0.5142386607017502,0.5792859504550106,0.4821682074621729,11.597507128176893,3.3002632999356556,0.17493417501608616,kefrin_warm,4
8,2023-09,4,0.23277281747157386,483.32006776836033,0.8030769711111228,5.55049716651199,0.8122309556989702,0.5178345298900565,0.5717515483069835,0.47209590806859514,11.164314471844891,3.2489238227958808,0.18776904430102986,kefrin_warm,4
9,2023-10,4,0.231355700143083,481.4557391095606,0.8047103658355625,5.571990213738414,0.8047881763709109,0.5236320250342429,0.5661888938770221,0.47042157463498824,11.06507745262735,3.2191527054836437,0.19521182362908904,kefrin_warm,4
10,2023-11,4,0.23113037572496686,488.93322465111606,0.805225378766405,5.486775149266885,0.7929557107279752,0.5296918977507288,0.5584107785170197,0.4710038392740131,10.723272148211914,3.171822842911901,0.20704428927202487,kefrin_warm,4
11,2023-12,4,0.23076298813207205,491.2627251442229,0.8033154314436636,5.4607576137169795,0.816576706875199,0.5242546957137257,0.5717947193676046,0.4851241449537984,11.194552563684862,3.266306827500796,0.183423293124801,kefrin_warm,4
12,2024-01,4,0.2339409451183944,497.6110617953091,0.7919352045579332,5.391091301282556,0.7957628786547124,0.5259073315247643,0.5609899634512757,0.47232807906372126,10.514441926882176,3.1830515146188496,0.20423712134528754,kefrin_warm,4
13,2024-02,4,0.2338988014089402,498.03532199474097,0.7885081956249019,5.386498804787573,0.7865321963879958,0.5267192482917671,0.5561354755070326,0.47040992620974587,10.53966715847114,3.146128785551983,0.21346780361200418,kefrin_warm,4
14,2024-03,4,0.23392231075423628,498.20629852959206,0.7902396666491491,5.384650243451957,0.7919381421310704,0.5303567871089958,0.557699080397264,0.47886218680786485,10.70595594002925,3.1677525685242816,0.2080618578689297,kefrin_warm,4
15,2024-04,4,0.23115477550387956,494.28292704248076,0.7926017196224293,5.427390912970187,0.773765460713662,0.5240478329705558,0.5505307035630178,0.45977331250913783,10.367340320316153,3.095061842854648,0.226234539286338,kefrin_warm,4
16,2024-05,4,0.2321667291863334,499.8147990951614,0.7837821226498927,5.367321398892602,0.7815985357507471,0.5233894849543808,0.5546869470368212,0.46889497494005183,10.538670577153363,3.1263941430029885,0.21840146424925283,kefrin_warm,4
17,2024-06,4,0.22998898401328743,494.3638878221172,0.78444595005474,5.426502082271731,0.7757728467495673,0.525654325034616,0.5510578671653489,0.45412154660664616,10.368979623273393,3.103091386998269,0.2242271532504328,kefrin_warm,4
18,2024-07,4,0.2300500329636154,493.57079512024967,0.7834212623838993,5.43522164031825,0.7984938945262465,0.5195780260958088,0.5643545469327188,0.46684937171837115,10.953094101294186,3.193975578104986,0.20150610547375353,kefrin_warm,4
19,2024-08,4,0.23288195633190184,500.11760551372134,0.7843631429965362,5.364071644530548,0.8042624734619988,0.5227382329865324,0.5662150522346198,0.4693560226089673,10.998035501675828,3.217049893847995,0.1957375265380013,kefrin_warm,4
20,2024-09,4,0.23541292556751617,510.9971171041236,0.7852303957866441,5.249866539110104,0.7896754844171073,0.5250641318247248,0.5582204054904947,0.4629181456746748,10.375975953611707,3.1587019376684293,0.2103245155828926,kefrin_warm,4
21,2024-10,4,0.23523567587879712,508.59459957402595,0.7838939756057403,5.274666048191503,0.7802780861028247,0.5271346202270374,0.5528744256052424,0.46307127763745004,10.372239617884341,3.1211123444112987,0.21972191389717532,kefrin_warm,4
22,2024-11,4,0.2369792646314662,511.43714736868696,0.7810673415201504,5.245349659227577,0.7710120589919747,0.5289844797153721,0.5476508079166137,0.4609425933894543,10.13094799629591,3.0840482359678987,0.22898794100802533,kefrin_warm,4
23,2024-12,4,0.2357483605717955,505.3578830862387,0.7828503992416939,5.30844923261813,0.7833373372001724,0.5289862119920683,0.5538400570194094,0.4694574100338324,10.42098536455081,3.1333493488006896,0.2166626627998276,kefrin_warm,4
