t,date,K,SW,CH,S_Dbw,WB,AVI,AVU,ANUI,modularity,density_modularity,MQ,conductance,method,Kset
0,2023-01,4,0.22712929432338802,477.4792948132148,0.8255766490703368,5.618393710068831,0.8189174429911366,0.5159117107226869,0.5756932995783189,0.5247230054074594,2.2332412950783773,3.2756697719645462,0.18108255700886344,kefrin_warm,4
1,2023-02,4,0.23096393161563641,488.4598521917416,0.8221322409318853,5.492092450647518,0.8312109585358058,0.5174341592504035,0.5812270016517201,0.527042603779476,2.2813429128187783,3.3248438341432234,0.16878904146419413,kefrin_warm,4
2,2023-03,4,0.23271543777451614,489.50616350202034,0.8193660773779013,5.4803531940728964,0.8359812692759075,0.5155240616242076,0.5842066355807536,0.5310136611837899,2.2967494744882258,3.34392507710363,0.16401873072409243,kefrin_warm,4
3,2023-04,4,0.22848357249080153,479.1833245127528,0.8190995337152056,5.598414071262765,0.8209618785074302,0.519158732647818,0.575625013128001,0.5361626075687326,2.3030484341638773,3.2838475140297207,0.17903812149256979,kefrin_warm,4
4,2023-05,4,0.2298104253808217,477.40498921106496,0.8135903210667244,5.619268183811618,0.8171763731967805,0.5166601851517141,0.5745851067873243,0.5393972551848017,2.3047201155308557,3.268705492787122,0.18282362680321942,kefrin_warm,4
5,2023-06,4,0.2247211328421179,476.50849947258735,0.806540937886597,5.629840117512941,0.8108782312299649,0.5181725923244489,0.5709706920088787,0.5375740477753916,2.3583878952759703,3.2435129249198598,0.18912176877003514,kefrin_warm,4
6,2023-07,4,0.22462521209816033,476.0621850972046,0.8047969104739238,5.635118164487077,0.8117083813232848,0.514395875544011,0.5726178449897126,0.5351128636858751,2.379504859755305,3.2468335252931393,0.1882916186767151,kefrin_warm,4
7,2023-08,4,0.2240541357764499,475.0986318684161,0.8008596962302335,5.646546815166711,0.8223125303750307,0.5177962437319099,0.5767415500374308,0.5432677808706331,2.400947575588116,3.289250121500123,0.17768746962496926,kefrin_warm,4
8,2023-09,4,0.2265131601954963,485.1026203632553,0.8050232954224329,5.530101372484502,0.8162041746948832,0.5207497357257642,0.5727595423292916,0.5379746805147725,2.337689048517602,3.2648166987795326,0.1837958253051169,kefrin_warm,4
9,2023-10,4,0.22657629492485098,483.33749531026575,0.8051092120951232,5.550297034051951,0.8094551433776658,0.5261729468200189,0.5676748282544868,0.5351146984992832,2.3177439041147405,3.237820573510663,0.19054485662233428,kefrin_warm,4
10,2023-11,4,0.2288279115772932,488.9600151977694,0.8046783967011462,5.486474524060234,0.8115178127961374,0.5245626796064434,0.5692097847634181,0.539329511631801,2.3082059619924626,3.2460712511845498,0.18848218720386262,kefrin_warm,4
11,2023-12,4,0.2327326977938141,492.5587027689046,0.8043816389285807,5.446389743163876,0.830072966197954,0.5282170637305004,0.5770572094824751,0.544020597648081,2.3157048195357692,3.320291864791816,0.16992703380204602,kefrin_warm,4
12,2024-01,4,0.23180765607007114,498.7883101134961,0.7964474197505473,5.378367159519523,0.7997084068243925,0.5337105261030379,0.5604858674433654,0.5419160133872015,2.283065885210689,3.19883362729757,0.20029159317560752,kefrin_warm,4
13,2024-02,4,0.23234576235810592,498.8924158063734,0.7950359434476651,5.3772448361047935,0.8068404198028598,0.5313137598394329,0.5647432319123299,0.5430732102222283,2.313414589661858,3.2273616792114392,0.1931595801971402,kefrin_warm,4
14,2024-03,4,0.2319757360256118,499.4800455337638,0.7951213888790809,5.370918599560598,0.8140080932882772,0.5360880994681866,0.5667080187689285,0.5498927404408329,2.3705978813081754,3.2560323731531087,0.18599190671172294,kefrin_warm,4
15,2024-04,4,0.22930679937073115,496.08128726988946,0.8021561910915644,5.407715903638149,0.7956032225161793,0.5273521271326314,0.5604564175834184,0.5353034663203139,2.27671858685331,3.1824128900647173,0.20439677748382068,kefrin_warm,4
16,2024-05,4,0.23304324986520947,500.5663100637145,0.7870286453619916,5.359263323824577,0.8022056333032916,0.5321055151363893,0.562218251450628,0.5427087382545481,2.3316874259459865,3.2088225332131666,0.19779436669670822,kefrin_warm,4
17,2024-06,4,0.23094412409774226,495.37939838877196,0.790275853391892,5.4153779414163665,0.8072495577378399,0.527711216343599,0.5660957844396179,0.5390979369562332,2.3636018038880904,3.2289982309513596,0.19275044226216012,kefrin_warm,4
18,2024-07,4,0.23021040048243366,494.90965292504495,0.7918470527882067,5.420517968908887,0.8069552184817228,0.5307002069016857,0.5649952621683907,0.5304465361742523,2.355961448001038,3.227820873926891,0.19304478151827728,kefrin_warm,4
19,2024-08,4,0.23150882617557628,501.10048738263663,0.7898956846778055,5.353550304209149,0.8281270809585192,0.5314612466479331,0.5750413485245499,0.5415629612357853,2.382745926596012,3.3125083238340767,0.17187291904148078,kefrin_warm,4
20,2024-09,4,0.23586985644966266,512.1792425679353,0.7880409508925614,5.237749685474298,0.8103548782535307,0.5322974031770026,0.5661473385164054,0.5394729474839165,2.339471857251609,3.241419513014123,0.1896451217464694,kefrin_warm,4
21,2024-10,4,0.23611993863765166,509.6893046844631,0.7884203809217967,5.263337178180429,0.7946167938094687,0.5377878214484944,0.5567134998438198,0.5311243093009599,2.3122964789855414,3.178467175237875,0.20538320619053127,kefrin_warm,4
22,2024-11,4,0.23803192736509965,512.3950286940643,0.7849967057144901,5.235543899604083,0.805180937626196,0.5318293140010593,0.5637658061460157,0.5406167460044708,2.3549765207960496,3.220723750504784,0.19481906237380409,kefrin_warm,4
23,2024-12,4,0.236028387644557,507.44139183900137,0.7952782100607118,5.286653217122285,0.8132264595774108,0.5260325174003475,0.5695726448774587,0.5403980125542032,2.349362298517114,3.252905838309643,0.18677354042258917,kefrin_warm,4
0,2023-01,4,0.22712929432338802,477.4792948132148,0.8255766490703368,5.618393710068831,0.8189174429911366,0.5159117107226869,0.5756932995783189,0.5247230054074594,2.2332412950783773,3.2756697719645462,0.18108255700886344,kefrin_fixed0.5,4
1,2023-02,4,0.23118989539184348,488.25778264692696,0.8235643420518839,5.494365398792994,0.8238021806393678,0.5187929351534925,0.5771417511531322,0.5242714008369004,2.2629839788475667,3.2952087225574713,0.17619781936063222,kefrin_fixed0.5,4
2,2023-03,4,0.23166810271212937,488.7810417015068,0.8209502488269328,5.488483467623817,0.8270166290329941,0.5204881383159977,0.5781504232390833,0.5288009145495978,2.282470455573289,3.3080665161319764,0.1729833709670059,kefrin_fixed0.5,4
3,2023-04,4,0.2277695865967596,478.796682011478,0.8186574753645125,5.60293495643388,0.8180022953219049,0.522923630857197,0.5729299464473768,0.534595033161759,2.2976352546872807,3.2720091812876198,0.1819977046780951,kefrin_fixed0.5,4
4,2023-05,4,0.22761970172021168,476.5102454660766,0.8175254400700235,5.629819489070458,0.8139006471526874,0.5206699986514455,0.571650309588886,0.5382762176621544,2.2789214273487928,3.2556025886107496,0.18609935284731263,kefrin_fixed0.5,4
5,2023-06,4,0.22770754434146973,473.476176775964,0.8122877703829486,5.665895768893208,0.8123824270910727,0.516988520511412,0.5721033671331115,0.5350425509884476,2.307815170496759,3.2495297083642907,0.18761757290892733,kefrin_fixed0.5,4
6,2023-07,4,0.22849429230819523,474.5891670063548,0.80958895436286,5.652608304543845,0.815195778623809,0.5135990739639394,0.5746141461172416,0.5357917325752881,2.350544354901533,3.260783114495236,0.184804221376191,kefrin_fixed0.5,4
7,2023-08,4,0.22779414381062346,474.1076728555638,0.8035573083535364,5.6583489790597365,0.826704775830159,0.5163602985102755,0.5793803332420446,0.5446257644802805,2.388377596644561,3.306819103320636,0.17329522416984097,kefrin_fixed0.5,4
8,2023-09,4,0.231657164844377,483.77706029595356,0.8060757756517304,5.545253975096564,0.8166833962872846,0.518658303902336,0.5736829762542613,0.5373174240656649,2.3400680907602425,3.2667335851491384,0.1833166037127154,kefrin_fixed0.5,4
9,2023-10,4,0.2316269020249776,481.7793666666456,0.8068765872485555,5.568247318741788,0.816024531368159,0.5236658597897322,0.5717163194786788,0.5375374183249824,2.3223935174064434,3.264098125472636,0.18397546863184092,kefrin_fixed0.5,4
10,2023-11,4,0.2326644269387271,488.0030522726907,0.8044121915728026,5.497233376252781,0.8222375382195275,0.525498177514352,0.5741544141274065,0.5437657761479396,2.3209016111989147,3.28895015287811,0.17776246178047245,kefrin_fixed0.5,4
11,2023-12,4,0.23412753078001344,491.91382567208615,0.8023914887267058,5.4535297173268615,0.8246886665505022,0.5250938666464231,0.5754823763818228,0.5422691608317726,2.326986154122115,3.298754666202009,0.17531133344949773,kefrin_fixed0.5,4
12,2024-01,4,0.23489065763912576,496.2674762132694,0.7990885788714146,5.405687044286174,0.8044673129406364,0.526209380966068,0.5652055081690934,0.5420293619498677,2.2862798553068195,3.217869251762546,0.19553268705936347,kefrin_fixed0.5,4
13,2024-02,4,0.2335383499133108,498.4525174360498,0.7971096689765047,5.381990405958468,0.7997250911368196,0.5319374817889636,0.5610516252101266,0.5392926277229617,2.2889843319209753,3.198900364547278,0.2002749088631804,kefrin_fixed0.5,4
14,2024-03,4,0.23384318981188798,499.273571550743,0.797099112511443,5.373139736466137,0.8016758619205149,0.5358863801689602,0.5607665347094073,0.5437840830401055,2.326285789407796,3.2067034476820595,0.19832413807948512,kefrin_fixed0.5,4
15,2024-04,4,0.229172347799166,495.1602845210771,0.7999751026348616,5.4177743056702585,0.7901149759699742,0.5297005630759687,0.5569978247253766,0.532967783564485,2.2746999119574447,3.1604599038798966,0.20988502403002593,kefrin_fixed0.5,4
16,2024-05,4,0.23189460708518575,499.1707066760284,0.7913425070616802,5.374246987629765,0.8039776560159066,0.5333315948399592,0.5626995717246017,0.5429275721511184,2.3321226966248267,3.2159106240636266,0.19602234398409335,kefrin_fixed0.5,4
17,2024-06,4,0.23010077213382388,494.6115470418706,0.7909272640797061,5.4237849534870834,0.7963173577117474,0.5328614657620312,0.5590833076059396,0.5355592866328762,2.338613663162211,3.1852694308469895,0.20368264228825253,kefrin_fixed0.5,4
18,2024-07,4,0.23080140212864164,494.7027852764818,0.7906013716565184,5.422784642636215,0.7944434487408176,0.5320555518625574,0.5584101519040764,0.5286830885370367,2.3266295696702,3.1777737949632705,0.2055565512591824,kefrin_fixed0.5,4
19,2024-08,4,0.2326115340749807,501.31114940782226,0.7897024503539534,5.351300624044744,0.8119714549995359,0.5331427180888934,0.5666643470063149,0.5344691413223908,2.3392757780120443,3.2478858199981437,0.1880285450004641,kefrin_fixed0.5,4
20,2024-09,4,0.23581168408314118,511.38744632735074,0.7874219865430604,5.245859447534092,0.8025352097077555,0.5323792246299025,0.5622935589127533,0.5344884831166514,2.321458758732336,3.210140838831022,0.19746479029224448,kefrin_fixed0.5,4
21,2024-10,4,0.23552210259632936,509.07030906470453,0.788372627012407,5.269737045940527,0.7976174146031452,0.5345739854033675,0.5591878235825118,0.530629535714185,2.3187851381214855,3.1904696584125807,0.20238258539685486,kefrin_fixed0.5,4
22,2024-11,4,0.23676371098479215,510.9599499996715,0.7865284063375326,5.250248413145474,0.7970497107787015,0.5318174396164079,0.5597711517162488,0.5356818323717429,2.324273039029649,3.188198843114806,0.2029502892212985,kefrin_fixed0.5,4
23,2024-12,4,0.23716379036692764,506.69475799858026,0.7911209605086701,5.294443300070973,0.7967388118053793,0.5359875304322834,0.5583148735372166,0.5324089808145929,2.321344859736689,3.1869552472215172,0.2032611881946207,kefrin_fixed0.5,4
0,2023-01,4,0.22712929432338802,477.4792948132148,0.8255766490703368,5.618393710068831,0.8189174429911366,0.5159117107226869,0.5756932995783189,0.5247230054074594,2.2332412950783773,3.2756697719645462,0.18108255700886344,kefrin_t_affect,4
1,2023-02,4,0.2313424907321967,488.42352234263984,0.8231790725805089,5.492500962688519,0.8276851543680133,0.5182973998436582,0.5792110898469395,0.5260314603064309,2.2734148455840595,3.310740617472053,0.1723148456319867,kefrin_t_affect,4
2,2023-03,4,0.23176317339514507,489.46114602974353,0.8200387148271329,5.480857241534033,0.8335052420480661,0.5181158187662613,0.5821167941782188,0.5305480190055936,2.2892352276302885,3.3340209681922643,0.1664947579519339,kefrin_t_affect,4
3,2023-04,4,0.22808812856340535,478.67882180058393,0.8180283320469048,5.604314510041678,0.8215520880358288,0.5225412006685084,0.5747954023933803,0.5355099341122123,2.3024296044570183,3.286208352143315,0.1784479119641712,kefrin_t_affect,4
4,2023-05,4,0.22791615042037203,476.5289263206069,0.8171305667880865,5.629598789270094,0.8163320296137635,0.5202202384305973,0.5729962936929734,0.5391569084789742,2.281917612972922,3.265328118455054,0.1836679703862365,kefrin_t_affect,4
5,2023-06,4,0.22801100230481122,473.5468489952653,0.8127514841887894,5.665050189561052,0.8150957779475606,0.5171436057745507,0.5733967006514376,0.5361325209390579,2.3127867805222513,3.2603831117902424,0.18490422205243945,kefrin_t_affect,4
6,2023-07,4,0.22884703510260604,474.6177224579272,0.8097928985531451,5.652268214456473,0.8171537424719428,0.5136550678389243,0.5755677290420939,0.5357742369216267,2.352297801925127,3.2686149698877713,0.18284625752805717,kefrin_t_affect,4
7,2023-08,4,0.22750083004652058,474.0809269810095,0.8042286071303862,5.658668201967398,0.8285039568625666,0.5159993192044361,0.5803850206080029,0.5454832181263702,2.390173240816339,3.3140158274502665,0.1714960431374334,kefrin_t_affect,4
8,2023-09,4,0.23140840402546242,483.87792377150913,0.8063746716659498,5.544098076963402,0.8175349340630007,0.5179645057547221,0.5743317938135988,0.5382979228530027,2.3396523267919256,3.270139736252003,0.1824650659369993,kefrin_t_affect,4
9,2023-10,4,0.23149843203609305,481.8012369203487,0.8069520306210686,5.567994561023024,0.8170343281391689,0.5239517299945515,0.572118215324239,0.5392976839848983,2.3261174397626876,3.2681373125566755,0.18296567186083107,kefrin_t_affect,4
10,2023-11,4,0.23322284963503856,488.25164621982526,0.8058730902994441,5.494434452882215,0.821261874774486,0.5251878793801742,0.5737806506963492,0.5429532240050923,2.311063817070136,3.285047499097944,0.1787381252255141,kefrin_t_affect,4
11,2023-12,4,0.23365809695834008,491.79987360313817,0.8028780916549625,5.454793322764181,0.828253748509037,0.5246936557931514,0.5773494991961254,0.5444601332657453,2.3291886154233814,3.313014994036148,0.17174625149096295,kefrin_t_affect,4
12,2024-01,4,0.2347354211651054,496.5715826783173,0.7999213996885102,5.402376535921343,0.8055403417816384,0.5283953773582936,0.5650361933384974,0.5422466096826288,2.284317214632941,3.2221613671265534,0.1944596582183617,kefrin_t_affect,4
13,2024-02,4,0.23360618192168678,498.52976087778285,0.7971432204177787,5.381156506971979,0.7996275458089328,0.5318575579597696,0.5610287687354003,0.5392440890027551,2.28903477057412,3.198510183235731,0.20037245419106725,kefrin_t_affect,4
14,2024-03,4,0.2338281015528207,499.2858948255426,0.7969540658980255,5.37300711770363,0.8018405470347911,0.5359757532889978,0.5608189976967516,0.5439871869157686,2.327358665484064,3.2073621881391645,0.1981594529652089,kefrin_t_affect,4
15,2024-04,4,0.22985972177020095,495.91796327241474,0.8016839078353125,5.409496863079025,0.7933686793134076,0.5265135534008386,0.5596091160898977,0.533429842788488,2.2767545282298696,3.1734747172536304,0.20663132068659243,kefrin_t_affect,4
16,2024-05,4,0.23163901593581251,499.07879001046945,0.7914689216305263,5.375236776963394,0.8048375832409054,0.5350182434600128,0.5625863369169828,0.5433143051815423,2.334800024182358,3.2193503329636215,0.19516241675909463,kefrin_t_affect,4
17,2024-06,4,0.22993349991696183,494.63839896809014,0.7898854261650325,5.423490518049589,0.797974271096536,0.5321437289626091,0.5601246273422569,0.5362108256713987,2.3433440473841984,3.191897084386144,0.20202572890346404,kefrin_t_affect,4
18,2024-07,4,0.2307533227067811,494.69587798058296,0.7906011448787751,5.422860359414523,0.7981553571749337,0.529845433553357,0.5609360701590701,0.5294691154412818,2.3332238477274436,3.1926214286997348,0.2018446428250663,kefrin_t_affect,4
19,2024-08,4,0.23195307474812304,501.1525711810745,0.7912967110537534,5.352993920283362,0.8193416265014923,0.5318252526197923,0.5706728785222998,0.5367069571215031,2.35234019034119,3.2773665060059693,0.18065837349850764,kefrin_t_affect,4
20,2024-09,4,0.2351155166200404,511.1379372806452,0.7895814851927649,5.248420183676802,0.8078146603360833,0.5278481403454387,0.5663297092840776,0.5359686928749882,2.3250710863981796,3.231258641344333,0.19218533966391674,kefrin_t_affect,4
