id,name,short,region,mo_type,lat,lon,macro,sub,switches_macro,switches_sub,population,wage,market_access,urban_share,total_2024,total_2023
1,городской округ город Майкоп,Майкоп,Республика Адыгея,городской округ,44.667326953828365,40.03169838835568,0,4,0,0,161898.0,57440.5,309.6,0.8521723554336681,29229.75,25028.916666666668
2,городской округ город Адыгейск,Адыгейск,Республика Адыгея,городской округ,44.87055092905199,39.2088623973174,0,1,0,3,15661.0,47407.2,322.8,0.8443905242321691,21639.333333333332,19248.916666666668
3,Гиагинский муниципальный район,Гиагинский,Республика Адыгея,муниципальный район,44.837814043790765,40.195544684254976,3,1,3,0,31872.0,54547.7,315.2,0.0,22220.666666666668,19535.583333333332
4,Кошехабльский муниципальный район,Кошехабльский,Республика Адыгея,муниципальный район,44.78073885021015,40.53682412662726,3,0,0,0,30319.0,51262.1,315.5,0.0,23948.416666666668,20077.333333333332
5,Красногвардейский муниципальный район,Красногвардейский,Республика Адыгея,муниципальный район,45.07579769245317,39.669242815394206,3,0,0,0,32095.0,48849.1,320.2,0.0,22357.583333333332,19200.083333333332
6,Майкопский муниципальный район,Майкопский,Республика Адыгея,муниципальный район,44.24612275808245,40.16802322904852,3,1,0,0,59156.0,47965.8,308.1,0.0,26763.416666666668,22267.833333333332
7,Тахтамукайский муниципальный район,Тахтамукайский,Республика Адыгея,муниципальный район,44.94446345394075,38.92638278910725,2,5,0,0,131043.0,75708.3,324.7,0.6500232748029273,39543.583333333336,33200.916666666664
8,Теучежский муниципальный район,Теучежский,Республика Адыгея,муниципальный район,44.9116752003606,39.35767139154338,2,5,2,1,22260.0,74168.0,317.4,0.3252470799640611,31787.666666666668,26202.833333333332
9,Шовгеновский муниципальный район,Шовгеновский,Республика Адыгея,муниципальный район,45.017731927233015,40.14196597081477,3,0,0,2,16287.0,42776.6,314.3,0.0,21014.0,17669.5
10,городской округ город Горно-Алтайск,Горно-Алтайск,Республика Алтай,городской округ,51.936763933917554,85.96074005124264,0,4,0,0,64508.0,73499.3,213.5,1.0,32300.166666666668,27671.833333333332
11,Кош-Агачский муниципальный район,Кош-Агачский,Республика Алтай,муниципальный район,49.795772746916946,87.98988015707728,3,2,0,2,18620.0,70732.2,191.0,0.0,26996.5,22546.416666666668
12,Майминский муниципальный район,Майминский,Республика Алтай,муниципальный район,51.848980310707205,86.01747020359242,3,2,4,2,30941.0,73551.6,214.9,0.0,34627.333333333336,28645.916666666668
13,Онгудайский муниципальный район,Онгудайский,Республика Алтай,муниципальный район,50.73196515511987,86.46401407324883,3,2,0,1,14025.0,46742.2,202.6,0.0,24702.25,20965.75
14,Турочакский муниципальный район,Турочакский,Республика Алтай,муниципальный район,52.02806568935424,87.4815501070271,3,2,0,3,10794.0,57696.8,210.9,0.0,27190.833333333332,22928.583333333332
15,Улаганский муниципальный район,Улаганский,Республика Алтай,муниципальный район,50.78773728053179,88.39226136461627,3,2,0,1,11926.0,63315.0,192.9,0.0,29156.166666666668,25208.833333333332
16,Усть-Канский муниципальный район,Усть-Канский,Республика Алтай,муниципальный район,50.91043327601847,84.68219241804218,3,2,0,2,14207.0,45304.0,204.7,0.0,22948.416666666668,20101.0
17,Усть-Коксинский муниципальный район,Усть-Коксинский,Республика Алтай,муниципальный район,50.09561136257983,85.64658520570451,3,2,0,1,15634.0,47699.6,198.8,0.0,26901.5,22822.083333333332
18,Чемальский муниципальный район,Чемальский,Республика Алтай,муниципальный район,51.34412101839298,86.20900403676777,3,2,0,3,10557.0,65317.7,207.6,0.0,30129.0,26238.75
19,Чойский муниципальный район,Чойский,Республика Алтай,муниципальный район,51.69291161138586,86.6994549709036,3,0,0,0,7439.0,55749.4,210.2,0.0,22535.833333333332,19854.583333333332
20,Шебалинский муниципальный район,Шебалинский,Республика Алтай,муниципальный район,51.32859875105686,85.50092667928732,3,2,0,1,12114.0,50870.5,207.8,0.0,23495.416666666668,20278.083333333332
21,городской округ город Уфа,Уфа,Республика Башкортостан,городской округ,54.751094877331155,56.052402784525945,0,4,1,0,1186715.0,87313.0,374.3,0.980272432723948,36143.166666666664,31198.5
22,городской округ город Агидель,Агидель,Республика Башкортостан,городской округ,55.87810885098338,53.99196640628897,0,1,0,1,13728.0,63802.6,319.2,1.0,20883.916666666668,19597.333333333332
23,городской округ город Кумертау,Кумертау,Республика Башкортостан,городской округ,52.80018123467925,55.83241840425386,0,4,0,0,61143.0,60446.9,306.7,0.9369674369919696,28081.916666666668,24109.583333333332
25,городской округ город Нефтекамск,Нефтекамск,Республика Башкортостан,городской округ,56.18956873137521,54.38976944911235,0,4,0,0,144598.0,63974.7,323.7,0.9264305177111717,31653.666666666668,26973.5
26,городской округ город Октябрьский,Октябрьский,Республика Башкортостан,городской округ,54.4923567242332,53.48382741145251,0,4,0,0,116427.0,68419.2,338.4,1.0,31620.25,27411.416666666668
27,городской округ город Салават,Салават,Республика Башкортостан,городской округ,53.378067575552514,55.91451477843879,0,4,0,0,146633.0,73747.8,313.8,1.0,31226.583333333332,26766.416666666668
28,городской округ город Сибай,Сибай,Республика Башкортостан,городской округ,52.79125571883822,58.69108717330202,0,4,0,0,56470.0,56023.4,288.3,0.9895696830175315,29375.666666666668,25051.416666666668
29,городской округ город Стерлитамак,Стерлитамак,Республика Башкортостан,городской округ,53.65019289369484,55.970251895796224,0,4,0,0,280497.0,65443.6,343.8,1.0,31903.833333333332,26917.75
30,Абзелиловский муниципальный район,Абзелиловский,Республика Башкортостан,муниципальный район,53.39766286727516,58.54805227860741,3,2,0,0,43983.0,52673.4,294.7,0.0,18653.083333333332,16901.75
31,Альшеевский муниципальный район,Альшеевский,Республика Башкортостан,муниципальный район,53.96225931805557,54.924573931226085,3,1,0,2,35536.0,60609.4,324.0,0.0,20695.25,19074.583333333332
32,Архангельский муниципальный район,Архангельский,Республика Башкортостан,муниципальный район,54.49003880166816,56.91745124122973,3,0,0,0,16616.0,46871.6,316.6,0.0,21913.0,19086.916666666668
33,Аскинский муниципальный район,Аскинский,Республика Башкортостан,муниципальный район,56.12004679746268,56.766317427287525,3,0,0,2,17418.0,47944.1,317.4,0.0,19932.833333333332,17961.333333333332
34,Аургазинский муниципальный район,Аургазинский,Республика Башкортостан,муниципальный район,54.03888369222951,55.856681059184766,3,0,0,0,29757.0,47303.5,322.3,0.0,17523.083333333332,16738.583333333332
35,Баймакский муниципальный район,Баймакский,Республика Башкортостан,муниципальный район,52.68391928068912,58.244658507623704,3,2,4,3,53399.0,47395.4,288.3,0.32921964830802075,21557.916666666668,19344.416666666668
36,Бакалинский муниципальный район,Бакалинский,Республика Башкортостан,муниципальный район,55.13431790687014,53.75545482809095,3,0,0,0,24813.0,43414.8,333.9,0.0,20598.5,18284.083333333332
37,Балтачевский муниципальный район,Балтачевский,Республика Башкортостан,муниципальный район,55.94422274908649,56.0001838383442,3,0,0,0,17837.0,45217.8,320.2,0.0,19455.166666666668,17268.833333333332
38,Белебеевский муниципальный район,Белебеевский,Республика Башкортостан,муниципальный район,54.132864905013925,54.19794831140674,0,4,0,0,94978.0,58297.8,327.7,0.821011181536777,29403.083333333332,25509.083333333332
39,Белокатайский муниципальный район,Белокатайский,Республика Башкортостан,муниципальный район,55.790245832930005,58.98267687358839,3,0,0,2,17369.0,50585.9,307.7,0.0,22951.916666666668,20074.5
40,Белорецкий муниципальный район,Белорецкий,Республика Башкортостан,муниципальный район,54.06431383281913,57.893761455800174,0,1,0,1,96915.0,57286.0,302.2,0.6577206830727957,28505.0,23985.916666666668
41,Бижбулякский муниципальный район,Бижбулякский,Республика Башкортостан,муниципальный район,53.6663847509239,54.21171414456946,3,0,0,0,20951.0,50782.7,323.0,0.0,20870.25,18726.5
42,Бирский муниципальный район,Бирский,Республика Башкортостан,муниципальный район,55.35606658182066,55.531086577482625,0,1,0,0,61478.0,50586.9,327.0,0.7292527408178535,27900.083333333332,23917.5
43,Благоварский муниципальный район,Благоварский,Республика Башкортостан,муниципальный район,54.72571063056697,54.93392214207295,3,0,0,2,23850.0,57138.2,329.2,0.0,21285.75,18737.0
44,Благовещенский муниципальный район,Благовещенский,Республика Башкортостан,муниципальный район,55.2074377948752,56.21765907238151,0,4,0,0,48718.0,75715.0,328.0,0.7233055544152058,30654.583333333332,25078.75
45,Буздякский муниципальный район,Буздякский,Республика Башкортостан,муниципальный район,54.65097374953429,54.49885685693124,3,0,0,0,25432.0,52308.9,331.8,0.0,21210.25,19383.333333333332
46,Бураевский муниципальный район,Бураевский,Республика Башкортостан,муниципальный район,55.80845333392964,55.38269349935957,3,1,0,2,20840.0,71323.4,325.1,0.0,20150.416666666668,18467.0
47,Бурзянский муниципальный район,Бурзянский,Республика Башкортостан,муниципальный район,53.20916716894795,57.46225035381736,3,2,0,6,17061.0,37911.8,295.4,0.0,19806.416666666668,17520.583333333332
48,Гафурийский муниципальный район,Гафурийский,Республика Башкортостан,муниципальный район,53.98826829143152,56.645906163125765,3,0,0,2,29525.0,48074.0,312.2,0.0,20639.166666666668,19208.833333333332
49,Давлекановский муниципальный район,Давлекановский,Республика Башкортостан,муниципальный район,54.25385873880568,55.045398758056486,0,1,0,0,35565.0,49262.3,325.1,0.5955293125263602,24017.166666666668,21299.666666666668
50,Дуванский муниципальный район,Дуванский,Республика Башкортостан,муниципальный район,55.69877632839513,57.82421455360363,3,2,0,2,30750.0,51092.4,306.3,0.0,23979.333333333332,21333.666666666668
51,Дюртюлинский муниципальный район,Дюртюлинский,Республика Башкортостан,муниципальный район,55.50327231208848,54.89282923825661,0,1,0,0,59179.0,56946.4,331.3,0.5249666266750029,26568.25,22971.583333333332
52,Ермекеевский муниципальный район,Ермекеевский,Республика Башкортостан,муниципальный район,54.02950527023088,53.70105886610709,3,0,0,0,14369.0,56981.8,330.3,0.0,19679.333333333332,17323.25
53,Зианчуринский муниципальный район,Зианчуринский,Республика Башкортостан,муниципальный район,52.00011897378325,56.89552451557258,3,2,0,4,23381.0,43741.2,296.6,0.0,21520.5,19368.75
54,Зилаирский муниципальный район,Зилаирский,Республика Башкортостан,муниципальный район,52.45267195435056,57.46956480689332,3,0,0,2,14231.0,45957.4,290.4,0.0,22106.166666666668,18473.5
55,Иглинский муниципальный район,Иглинский,Республика Башкортостан,муниципальный район,54.80660630380508,56.70981526686444,3,1,0,2,71099.0,63419.6,328.2,0.0,28395.916666666668,24406.833333333332
56,Илишевский муниципальный район,Илишевский,Республика Башкортостан,муниципальный район,55.47992326432271,54.30935857545274,3,0,0,5,30405.0,62935.4,332.5,0.0,20062.833333333332,17703.0
57,Ишимбайский муниципальный район,Ишимбайский,Республика Башкортостан,муниципальный район,53.49721753529754,56.55960502167051,0,4,0,0,82948.0,62428.7,315.0,0.7555576987992477,31378.333333333332,27003.333333333332
58,Калтасинский муниципальный район,Калтасинский,Республика Башкортостан,муниципальный район,55.94929007154742,54.81676908417138,3,1,0,4,21101.0,66702.3,320.4,0.0,20150.5,18403.083333333332
59,Караидельский муниципальный район,Караидельский,Республика Башкортостан,муниципальный район,55.76174875732893,56.94688232159578,3,0,0,2,23105.0,44545.4,315.0,0.0,20666.666666666668,19068.583333333332
60,Кармаскалинский муниципальный район,Кармаскалинский,Республика Башкортостан,муниципальный район,54.35523968426201,56.10763718201746,3,1,0,0,51575.0,55837.1,324.2,0.0,22027.5,19348.833333333332
61,Кигинский муниципальный район,Кигинский,Республика Башкортостан,муниципальный район,55.427550450229674,58.71884453006861,3,0,0,6,16339.0,43959.4,310.7,0.0,21733.583333333332,19240.083333333332
62,Краснокамский муниципальный район,Краснокамский,Республика Башкортостан,муниципальный район,55.950332862393616,54.244516256847625,1,3,5,2,25332.0,64901.0,325.6,0.0,22009.916666666668,18903.25
63,Кугарчинский муниципальный район,Кугарчинский,Республика Башкортостан,муниципальный район,52.67459177126093,56.60564242642812,3,0,0,2,26359.0,47305.4,301.3,0.0,21063.666666666668,18964.666666666668
65,Кушнаренковский муниципальный район,Кушнаренковский,Республика Башкортостан,муниципальный район,55.04788278501928,55.34922750523721,3,0,0,0,26370.0,50295.3,332.0,0.0,20064.166666666668,18954.416666666668
66,Мелеузовский муниципальный район,Мелеузовский,Республика Башкортостан,муниципальный район,53.09117346528849,56.17311445406734,0,4,0,1,79609.0,54630.9,309.6,0.6930623421974902,29924.916666666668,25600.916666666668
67,Мечетлинский муниципальный район,Мечетлинский,Республика Башкортостан,муниципальный район,55.93480034461451,58.32193895921848,3,0,0,4,21838.0,45561.3,308.9,0.0,22911.5,20225.666666666668
68,Мишкинский муниципальный район,Мишкинский,Республика Башкортостан,муниципальный район,55.57738620430224,55.938476866776334,3,0,0,0,20716.0,45268.6,322.6,0.0,19330.833333333332,16772.75
69,Миякинский муниципальный район,Миякинский,Республика Башкортостан,муниципальный район,53.60831737770195,54.81785687703014,3,0,0,0,23086.0,47598.1,319.7,0.0,20081.083333333332,17540.5
70,Нуримановский муниципальный район,Нуримановский,Республика Башкортостан,муниципальный район,55.262703059846274,56.89059776358325,3,0,0,4,19945.0,45435.8,316.4,0.0,21723.166666666668,19554.5
71,Салаватский муниципальный район,Салаватский,Республика Башкортостан,муниципальный район,55.249404105314014,58.15716984397246,3,2,0,4,23304.0,51691.7,311.5,0.0,22431.583333333332,19310.166666666668
72,Стерлибашевский муниципальный район,Стерлибашевский,Республика Башкортостан,муниципальный район,53.383919777720024,55.18905658579494,3,0,0,0,16360.0,42737.0,316.9,0.0,17257.333333333332,16111.166666666666
73,Стерлитамакский муниципальный район,Стерлитамакский,Республика Башкортостан,муниципальный район,53.66042796649554,55.71732274116903,0,1,0,0,47531.0,57412.3,485.7,0.0,31771.583333333332,27156.75
74,Татышлинский муниципальный район,Татышлинский,Республика Башкортостан,муниципальный район,56.25623453781235,55.75783185534876,3,0,0,1,20679.0,72519.4,317.6,0.0,20947.416666666668,17654.416666666668
75,Туймазинский муниципальный район,Туймазинский,Республика Башкортостан,муниципальный район,54.50395325923185,53.874034225354045,0,1,0,1,130733.0,61257.3,336.0,0.5186678191428331,29145.916666666668,24966.083333333332
76,Уфимский муниципальный район,Уфимский,Республика Башкортостан,муниципальный район,54.76552129434777,55.815163373168616,2,5,0,0,117125.0,90380.8,889.7,0.0,33709.666666666664,28229.083333333332
77,Учалинский муниципальный район,Учалинский,Республика Башкортостан,муниципальный район,54.37759934616915,59.30376262328126,0,4,0,4,68451.0,81713.4,299.6,0.5276913412514062,30029.416666666668,25571.416666666668
78,Федоровский муниципальный район,Федоровский,Республика Башкортостан,муниципальный район,53.09989390556777,55.26982410451487,3,0,0,0,15491.0,45108.6,313.8,0.0,18261.75,17606.75
79,Хайбуллинский муниципальный район,Хайбуллинский,Республика Башкортостан,муниципальный район,52.001399683416935,58.110586087451615,1,3,0,2,29249.0,79129.2,283.6,0.0,24582.833333333332,20941.5
80,Чекмагушевский муниципальный район,Чекмагушевский,Республика Башкортостан,муниципальный район,55.11896107172264,54.62123671772478,3,0,0,0,27671.0,54175.5,332.7,0.0,20066.333333333332,18490.416666666668
81,Чишминский муниципальный район,Чишминский,Республика Башкортостан,муниципальный район,54.51524563465554,55.394766671842255,0,1,0,0,50536.0,61702.3,331.1,0.4430702865284154,27120.666666666668,23216.5
82,Шаранский муниципальный район,Шаранский,Республика Башкортостан,муниципальный район,54.866314938242006,53.998536445318955,3,0,0,2,18637.0,54072.2,332.9,0.0,18016.083333333332,16857.083333333332
83,Янаульский муниципальный район,Янаульский,Республика Башкортостан,муниципальный район,56.23591425554834,54.91919280284431,0,1,2,0,42391.0,62296.6,321.6,0.6003396947465264,23590.833333333332,20529.0
167,городской округ Нальчик,Нальчик,Кабардино-Балкарская Республика,городской округ,43.47549339464023,43.59891514592563,0,4,0,0,271464.0,54194.3,298.0,0.9052986768042908,27491.166666666668,23380.916666666668
168,городской округ Баксан,Баксан,Кабардино-Балкарская Республика,городской округ,43.688455139872794,43.536567069393875,3,0,4,4,61043.0,41355.4,337.9,0.6554396081450781,20931.25,18165.25
169,городской округ Прохладный,Прохладный,Кабардино-Балкарская Республика,городской округ,43.754215779974395,44.03731207612695,0,4,0,2,60023.0,44481.9,346.2,1.0,23221.25,20240.75
173,Майский муниципальный район,Майский,Кабардино-Балкарская Республика,муниципальный район,43.603925939819355,44.054745282775315,3,0,0,2,37609.0,43597.7,301.5,0.6951261666090564,20176.75,17785.916666666668
181,Городовиковский муниципальный район,Городовиковский,Республика Калмыкия,муниципальный район,46.10890656125069,41.95474583226318,3,0,0,0,13573.0,36828.2,314.8,0.0,19957.5,17452.583333333332
184,Лаганский муниципальный район,Лаганский,Республика Калмыкия,муниципальный район,45.19240135032833,47.16822312510107,3,0,0,0,18650.0,39218.1,280.8,0.0,21275.833333333332,18528.416666666668
185,Малодербетовский муниципальный район,Малодербетовский,Республика Калмыкия,муниципальный район,47.937374506335765,44.947418521969965,3,0,0,0,9256.0,37385.0,321.1,0.0,19336.083333333332,17212.916666666668
188,Сарпинский муниципальный район,Сарпинский,Республика Калмыкия,муниципальный район,47.61408646179406,44.24211854509274,3,0,0,0,11466.0,43198.5,319.0,0.0,21960.083333333332,18717.75
191,Юстинский муниципальный район,Юстинский,Республика Калмыкия,муниципальный район,47.05830244503001,46.322103230548095,3,0,0,0,8903.0,42368.8,298.7,0.0,21905.5,19522.666666666668
194,городской округ Черкесский,Черкесский,Карачаево-Черкесская Республика,городской округ,44.2218230930563,42.063173533556146,0,4,0,0,112782.0,56717.4,306.5,1.0,26028.75,22652.083333333332
195,городской округ Карачаевский,Карачаевский,Карачаево-Черкесская Республика,городской округ,43.62000341486239,41.862453931152814,0,1,3,0,41150.0,43034.8,311.0,0.8906196840826246,21533.833333333332,18646.583333333332
196,Абазинский муниципальный район,Абазинский,Карачаево-Черкесская Республика,муниципальный район,44.091966499954914,41.89546757082388,3,1,0,2,18121.0,40284.5,324.7,0.0,24266.166666666668,20535.916666666668
198,Зеленчукский муниципальный район,Зеленчукский,Карачаево-Черкесская Республика,муниципальный район,43.693477125915805,41.47455277516709,3,0,0,0,53555.0,49497.5,297.8,0.0,22906.416666666668,19796.666666666668
201,Ногайский муниципальный район,Ногайский,Карачаево-Черкесская Республика,муниципальный район,44.36688611635002,41.88917749658919,3,0,0,0,16400.0,35727.4,304.8,0.0,23294.833333333332,20276.833333333332
203,Урупский муниципальный район,Урупский,Карачаево-Черкесская Республика,муниципальный район,43.7761909575327,41.02648521340991,3,1,0,2,24072.0,56531.0,296.8,0.22769192422731804,22914.333333333332,19745.916666666668
204,Усть-Джегутинский муниципальный район,Усть-Джегутинский,Карачаево-Черкесская Республика,муниципальный район,43.9645659630295,42.08666868494292,0,1,5,0,50870.0,53103.8,303.9,0.6196776095930804,20529.0,16942.0
205,Хабезский муниципальный район,Хабезский,Карачаево-Черкесская Республика,муниципальный район,44.1234102147485,41.78945603988455,3,0,0,0,31020.0,38811.6,315.0,0.0,20005.166666666668,16759.083333333332
206,городской округ Петрозаводский,Петрозаводский,Республика Карелия,городской округ,61.78858574672881,34.41395476636893,0,4,0,0,235694.0,80872.6,280.5,1.0,43031.75,37364.166666666664
207,городской округ Костомукшский,Костомукшский,Республика Карелия,городской округ,64.74623674750312,30.399439145050533,0,4,0,0,26470.0,112900.5,238.5,0.9776350585568568,44358.166666666664,38740.166666666664
208,Беломорский муниципальный округ,Беломорский,Республика Карелия,муниципальный округ,64.33644657470664,34.89006620380732,1,1,5,0,12305.0,86078.3,247.2,0.5900040633888664,34558.25,31098.75
209,Калевальский муниципальный район,Калевальский,Республика Карелия,муниципальный район,65.06686409449753,31.44615302282124,3,2,0,2,5888.0,70023.1,234.5,0.578125,36517.916666666664,32164.666666666668
210,Кемский муниципальный район,Кемский,Республика Карелия,муниципальный район,65.3108283042251,34.22289815426442,0,1,1,0,12493.0,99031.2,244.4,0.7668294244777075,31529.75,29784.666666666668
211,Кондопожский муниципальный район,Кондопожский,Республика Карелия,муниципальный район,62.416070446846255,33.94029974325464,0,1,2,0,31368.0,72960.2,270.4,0.7982657485335374,30421.333333333332,27879.666666666668
212,Лахденпохский муниципальный район,Лахденпохский,Республика Карелия,муниципальный район,61.3549788104296,30.179119720286945,3,1,0,0,10502.0,69672.6,284.3,0.5451342601409256,34333.333333333336,29860.5
213,Лоухский муниципальный район,Лоухский,Республика Карелия,муниципальный район,66.06308150029159,32.06128651720467,3,1,2,0,10092.0,98732.7,234.7,0.7027348394768134,36874.0,32331.333333333332
214,Медвежьегорский муниципальный район,Медвежьегорский,Республика Карелия,муниципальный район,62.89841416900569,34.60999679348279,3,1,1,0,23603.0,75138.7,266.4,0.7271533279667839,31818.666666666668,28359.166666666668
215,Муезерский муниципальный район,Муезерский,Республика Карелия,муниципальный район,63.77428961676655,31.704389386834144,3,0,0,4,7695.0,58821.0,246.8,0.31773879142300193,33015.166666666664,28738.666666666668
216,Олонецкий муниципальный район,Олонецкий,Республика Карелия,муниципальный район,61.07781241861347,32.82281358415074,3,1,0,0,18460.0,60626.4,292.1,0.40850487540628383,29351.5,26042.333333333332
217,Питкярантский муниципальный округ,Питкярантский,Республика Карелия,муниципальный округ,61.362772825068575,31.539601205131135,3,1,5,0,14495.0,71373.2,277.7,0.5500517419799931,33158.583333333336,29640.416666666668
218,Прионежский муниципальный район,Прионежский,Республика Карелия,муниципальный район,61.581428433197054,34.707319812398,0,1,3,4,21969.0,83749.8,365.8,0.0,39601.583333333336,33149.5
219,Пряжинский муниципальный район,Пряжинский,Республика Карелия,муниципальный район,61.70445874170904,33.16716640080359,3,1,0,0,12023.0,70038.6,280.3,0.24577892372951843,27121.833333333332,25016.583333333332
220,Пудожский муниципальный район,Пудожский,Республика Карелия,муниципальный район,62.05489909166115,36.647830863938445,3,1,0,2,13907.0,66905.8,282.6,0.5108218882577119,29863.5,26331.75
221,Сегежский муниципальный округ,Сегежский,Республика Карелия,муниципальный округ,63.663846824528434,34.49858480284501,0,1,4,0,31219.0,79173.2,256.2,0.9184150677472053,34714.0,30401.083333333332
222,Сортавальский муниципальный район,Сортавальский,Республика Карелия,муниципальный район,61.75261077250945,30.67713174490582,0,1,4,0,23603.0,69993.1,279.6,0.7855781044782443,39122.916666666664,33200.75
223,Суоярвский муниципальный округ,Суоярвский,Республика Карелия,муниципальный округ,62.3816089487802,32.113997893680924,3,1,0,0,12070.0,74690.2,269.2,0.5548467274233637,29658.75,26973.083333333332
224,городской округ Сыктывкар,Сыктывкар,Республика Коми,городской округ,61.719823031318136,50.851336771570615,0,4,0,0,232811.0,81693.1,276.0,0.9970920618012036,38507.5,33845.083333333336
225,городской округ Воркута,Воркута,Республика Коми,городской округ,67.32375709014005,64.04236525108962,1,3,3,2,67547.0,121203.1,208.0,0.9955882570654507,46037.916666666664,40023.333333333336
226,муниципальный округ Вуктыл,Вуктыл,Республика Коми,муниципальный округ,63.92885494248223,57.898034172498015,1,3,0,0,10125.0,111490.6,237.3,0.8889876543209877,31576.75,29056.25
227,городской округ Инта,Инта,Республика Коми,городской округ,66.13539771637161,60.620135677977245,1,3,3,3,20870.0,96563.9,221.3,0.9470052707235266,40008.166666666664,35041.666666666664
228,муниципальный округ Усинск,Усинск,Республика Коми,муниципальный округ,66.37331201801278,56.44835185538091,1,3,0,0,35807.0,138116.7,222.2,0.8904404166783031,41141.5,36475.083333333336
229,городской округ Ухта,Ухта,Республика Коми,городской округ,63.520675047407394,53.36160564705032,0,4,0,0,93096.0,94997.9,251.9,0.9826630574890436,39250.25,34246.5
230,Ижемский муниципальный район,Ижемский,Республика Коми,муниципальный район,65.23572437755496,53.88771797430866,3,2,0,2,16187.0,71478.0,235.7,0.0,28634.583333333332,26290.75
231,Княжпогостский муниципальный район,Княжпогостский,Республика Коми,муниципальный район,63.344587886108464,51.338837040377214,0,1,2,0,14981.0,83973.8,268.0,0.8430678859889194,30501.833333333332,27250.416666666668
232,Койгородский муниципальный район,Койгородский,Республика Коми,муниципальный район,60.39124401337962,51.051543319843944,3,0,0,2,7470.0,66260.9,278.2,0.0,25017.083333333332,22778.25
233,Корткеросский муниципальный район,Корткеросский,Республика Коми,муниципальный район,61.93493492252281,52.235349364203486,3,0,0,0,18232.0,59748.5,275.1,0.0,22295.0,20658.916666666668
234,муниципальный район Печора,Печора,Республика Коми,муниципальный район,65.03575430346366,57.17842052857653,1,3,3,0,42164.0,107336.0,233.5,0.885281282610758,37748.75,33453.166666666664
235,Прилузский муниципальный район,Прилузский,Республика Коми,муниципальный район,60.21712924367365,49.28428498110324,3,0,0,0,17018.0,66032.3,290.9,0.0,23782.833333333332,21557.583333333332
236,муниципальный район Сосногорск,Сосногорск,Республика Коми,муниципальный район,63.72629357091761,54.93737522471336,0,1,4,3,33872.0,89784.3,251.7,0.911106518658479,32275.333333333332,28714.833333333332
237,Сыктывдинский муниципальный район,Сыктывдинский,Республика Коми,муниципальный район,61.58147761944997,50.556984580052735,3,2,2,3,21462.0,69555.4,282.2,0.0,31475.75,28302.833333333332
238,Сысольский муниципальный район,Сысольский,Республика Коми,муниципальный район,61.04767807577435,49.969843703699304,3,0,0,0,11592.0,61634.9,284.3,0.0,24221.083333333332,22309.75
239,Троицко-Печорский муниципальный район,Троицко-Печорский,Республика Коми,муниципальный район,62.45351976991666,57.45969688659175,3,1,0,4,9461.0,61461.9,241.6,0.6155797484409682,29669.666666666668,26199.916666666668
240,Удорский муниципальный район,Удорский,Республика Коми,муниципальный район,63.63440146678755,48.54113692500999,3,1,0,2,12261.0,63791.4,258.1,0.6346953755811109,29588.75,26172.583333333332
241,Усть-Вымский муниципальный район,Усть-Вымский,Республика Коми,муниципальный район,62.18485490651175,49.79416379344904,0,1,2,0,23548.0,72808.3,273.9,0.643961270596229,29458.833333333332,26316.75
242,Усть-Куломский муниципальный район,Усть-Куломский,Республика Коми,муниципальный район,61.72217952061178,54.42904233686718,3,0,0,4,21766.0,61561.6,261.2,0.0,23801.583333333332,21176.666666666668
243,Усть-Цилемский муниципальный район,Усть-Цилемский,Республика Коми,муниципальный район,65.82673860093585,51.54304318664264,3,2,1,3,10360.0,68239.7,228.3,0.0,28106.583333333332,25579.75
269,городской округ город Йошкар-Ола,Йошкар-Ола,Республика Марий Эл,городской округ,56.644002086584734,47.94430024637601,0,4,0,0,295711.0,72240.8,347.3,0.9639208551592602,30279.5,25532.583333333332
270,городской округ город Волжск,Волжск,Республика Марий Эл,городской округ,55.87890563391164,48.3489330381457,0,4,0,0,51634.0,72852.5,368.8,1.0,25825.166666666668,22461.0
271,городской округ город Козьмодемьянск,Козьмодемьянск,Республика Марий Эл,городской округ,56.32659116674682,46.551563263380785,0,4,0,3,19054.0,62177.5,360.8,1.0,24214.25,21064.583333333332
272,Волжский муниципальный район,Волжский,Республика Марий Эл,муниципальный район,56.05586522632555,48.55736971802648,3,1,0,0,20454.0,50458.9,384.7,0.1788892148235064,21388.5,18749.5
273,Горномарийский муниципальный район,Горномарийский,Республика Марий Эл,муниципальный район,56.33368930161924,46.45383311568936,3,0,0,0,19578.0,34906.1,360.6,0.0,18857.416666666668,16181.0
274,Звениговский муниципальный район,Звениговский,Республика Марий Эл,муниципальный район,56.24834443849503,47.94949507883873,0,1,3,0,38471.0,61841.2,354.9,0.5021704660653479,24197.25,20986.666666666668
275,Килемарский муниципальный район,Килемарский,Республика Марий Эл,муниципальный район,56.638778254700995,46.84540483051208,3,0,0,0,11082.0,44881.7,337.7,0.3486735246345425,20796.25,18404.083333333332
276,Куженерский муниципальный район,Куженерский,Республика Марий Эл,муниципальный район,56.76803889287575,48.987278811308386,3,1,0,0,11382.0,41317.4,339.1,0.4112633983482692,18069.416666666668,16173.666666666666
277,Мари-Турекский муниципальный район,Мари-Турекский,Республика Марий Эл,муниципальный район,56.71344943950322,49.821968625848626,3,0,0,0,17046.0,39885.6,336.2,0.25219992960225274,18504.583333333332,16132.916666666666
