id,name,short,region,mo_type,lat,lon,macro,sub,switches_macro,switches_sub,population,wage,market_access,urban_share,total_2024,total_2023
1225,городской округ Анжеро-Судженский,Анжеро-Судженский,Кемеровская область,городской округ,56.0514581386135,86.09227305050452,0,4,0,0,69293.0,54175.5,227.6,0.9790887968481665,30152.916666666668,26075.5
1226,городской округ Беловский,Беловский,Кемеровская область,городской округ,54.3656000241312,86.28653743443853,0,4,0,0,119175.0,71657.3,231.9,0.986221942521502,32889.833333333336,28085.916666666668
1227,городской округ Березовский,Березовский,Кемеровская область,городской округ,55.64158145338488,86.26136530467522,0,3,4,0,45757.0,64498.2,231.2,0.9539305461459449,31288.5,27003.583333333332
1228,городской округ Калтанский,Калтанский,Кемеровская область,городской округ,53.493764237570055,87.28935291148774,0,3,2,2,29026.0,70769.5,224.3,0.7251085233928203,29632.583333333332,25063.25
1229,городской округ Киселевский,Киселевский,Кемеровская область,городской округ,54.013014553409405,86.57809379254635,0,4,0,0,85300.0,68025.3,229.8,0.9502344665885112,33179.083333333336,28732.166666666668
1230,городской округ Ленинск-Кузнецкий,Ленинск-Кузнецкий,Кемеровская область,городской округ,54.66213312824836,86.18067587108861,0,4,0,0,90570.0,69133.2,243.2,0.9858010378712598,34236.0,29266.416666666668
1231,городской округ Междуреченский,Междуреченский,Кемеровская область,городской округ,53.79692899061321,88.60122183229784,0,3,4,0,96216.0,76520.8,217.7,0.9881932318949032,36747.25,31687.833333333332
1232,городской округ Мысковский,Мысковский,Кемеровская область,городской округ,53.61823972550773,87.70784151412522,0,4,0,0,41229.0,68218.9,221.7,0.9512236532537777,30769.5,26771.0
1233,городской округ Новокузнецкий,Новокузнецкий,Кемеровская область,городской округ,53.79759219477312,87.1925347620312,0,4,0,0,531186.0,71643.2,246.0,1.0,37415.833333333336,31990.916666666668
1234,городской округ Осинниковский,Осинниковский,Кемеровская область,городской округ,53.641234473626064,87.3893992645944,0,4,0,0,43655.0,63422.8,225.3,0.8984766922460199,31523.0,27026.083333333332
1235,городской округ Полысаевский,Полысаевский,Кемеровская область,городской округ,54.5713963268331,86.27226061116372,1,3,6,0,27901.0,72218.1,235.4,0.9095731335794416,30470.333333333332,25811.416666666668
1236,городской округ Прокопьевский,Прокопьевский,Кемеровская область,городской округ,53.87474643184344,86.73416177778402,0,4,0,0,172618.0,57334.1,251.2,1.0,33722.333333333336,28865.666666666668
1237,городской округ Тайгинский,Тайгинский,Кемеровская область,городской округ,56.11851474385473,85.68408302728027,0,4,0,0,23065.0,64184.6,229.8,0.9511380880121396,29061.833333333332,24406.083333333332
1238,городской округ Юргинский,Юргинский,Кемеровская область,городской округ,55.717366334706625,84.90535245711155,0,4,0,0,78009.0,47192.9,248.2,1.0,33494.75,27947.166666666668
1240,Беловский муниципальный округ,Беловский,Кемеровская область,муниципальный округ,54.41701306365974,86.67669357126785,1,3,2,0,24823.0,84135.1,234.5,0.0,27360.916666666668,22045.333333333332
1241,Гурьевский муниципальный округ,Гурьевский,Кемеровская область,муниципальный округ,54.3779561531028,85.596354578817,1,1,5,7,36402.0,63985.3,230.9,0.7838855007966595,28486.583333333332,23867.166666666668
1242,Ижморский муниципальный округ,Ижморский,Кемеровская область,муниципальный округ,56.14227895548841,86.80020726990065,3,0,0,0,9689.0,47315.5,225.5,0.47538445660026835,24442.416666666668,20549.583333333332
1243,Кемеровский муниципальный округ,Кемеровский,Кемеровская область,муниципальный округ,55.513029365931715,86.27249966849189,1,3,2,0,45263.0,78691.2,448.4,0.0,35965.583333333336,29726.166666666668
1244,Крапивинский муниципальный округ,Крапивинский,Кемеровская область,муниципальный округ,54.95929756573872,87.09883270080704,3,1,0,3,21713.0,47217.0,228.6,0.5534472435867913,26415.0,22932.75
1246,Мариинский муниципальный округ,Мариинский,Кемеровская область,муниципальный округ,56.39676116229665,87.79925522615235,3,1,0,0,50597.0,45788.2,221.7,0.795817933869597,27291.75,23116.916666666668
1249,Промышленновский муниципальный округ,Промышленновский,Кемеровская область,муниципальный округ,54.91318593206709,85.44755249759854,3,1,0,0,45477.0,51912.5,234.9,0.42390659014446863,27045.916666666668,22905.916666666668
1250,Таштагольский муниципальный район,Таштагольский,Кемеровская область,муниципальный район,52.82545845414205,88.12535552711438,1,3,3,0,48876.0,60700.5,211.8,0.9040019641541861,35153.0,29613.833333333332
1251,Тисульский муниципальный округ,Тисульский,Кемеровская область,муниципальный округ,55.3780233158508,88.1340295070725,3,0,0,0,17957.0,58358.3,218.7,0.6408085983182046,26916.5,23074.666666666668
1252,Топкинский муниципальный округ,Топкинский,Кемеровская область,муниципальный округ,55.30921487934896,85.42008165865937,0,1,0,0,40525.0,56833.6,234.7,0.6632202344231956,29756.083333333332,24402.416666666668
1253,Тяжинский муниципальный округ,Тяжинский,Кемеровская область,муниципальный округ,56.08610702821451,88.75846576062602,3,0,0,0,18381.0,44868.5,219.4,0.643436156901148,24610.666666666668,21347.166666666668
1254,Чебулинский муниципальный округ,Чебулинский,Кемеровская область,муниципальный округ,55.78831284167645,87.52208834139525,3,0,0,3,12997.0,43965.5,223.4,0.3957067015465107,26122.916666666668,21800.0
1256,Яйский муниципальный округ,Яйский,Кемеровская область,муниципальный округ,56.24838928356564,86.19566491460748,3,1,0,3,15502.0,47515.0,226.4,0.5865049671010192,26762.5,22764.583333333332
1257,Яшкинский муниципальный округ,Яшкинский,Кемеровская область,муниципальный округ,55.910359469847606,85.41180724386109,3,1,1,0,26089.0,55554.9,232.3,0.48848173559737823,28191.5,23621.833333333332
1258,городской округ город Киров,Киров,Кировская область,городской округ,58.594335436262945,49.48967585111995,0,4,0,0,500457.0,71313.0,315.7,0.9500596454840275,36590.583333333336,31172.416666666668
1259,городской округ город Вятские Поляны,Вятские Поляны,Кировская область,городской округ,56.23592275850472,51.0542796514069,0,1,0,1,28922.0,51795.0,355.1,1.0,24818.333333333332,21614.75
1260,городской округ город Кирово-Чепецк,Кирово-Чепецк,Кировская область,городской округ,58.54059581504028,50.02520348753709,0,4,0,0,64571.0,66540.6,328.0,1.0,31344.333333333332,27209.916666666668
1261,городской округ город Котельнич,Котельнич,Кировская область,городской округ,58.30529226079173,48.325515463645544,0,1,0,1,19454.0,47149.4,333.4,1.0,23132.666666666668,20563.333333333332
1262,городской округ город Слободской,Слободской,Кировская область,городской округ,58.71750992694402,50.18954457703618,0,4,0,0,28479.0,54829.1,341.0,0.9892903542961481,24287.5,21225.25
1264,муниципальный округ Арбажский,Арбажский,Кировская область,муниципальный округ,57.76745668277229,48.32704520774944,3,0,0,0,4257.0,43781.2,325.6,0.571764153159502,20016.083333333332,17670.75
1265,муниципальный округ Афанасьевский,Афанасьевский,Кировская область,муниципальный округ,58.888332147086146,53.2607031698009,3,1,0,3,10517.0,41260.4,306.0,0.31682038604164686,20265.416666666668,18541.916666666668
1266,Белохолуницкий муниципальный район,Белохолуницкий,Кировская область,муниципальный район,59.03764915355763,51.24622184751125,3,0,0,0,15062.0,44284.2,311.7,0.6219625547736024,19740.416666666668,18301.583333333332
1267,муниципальный округ Богородский,Богородский,Кировская область,муниципальный округ,57.85538232856268,50.80796604484753,3,0,0,2,3151.0,52350.7,314.8,0.6737543636940654,18023.583333333332,16311.583333333334
1268,муниципальный округ Верхнекамский,Верхнекамский,Кировская область,муниципальный округ,59.757713045925136,52.57118933257146,3,1,0,0,19600.0,47299.7,300.8,0.8350510204081633,23058.25,20635.25
1269,Верхошижемский муниципальный район,Верхошижемский,Кировская область,муниципальный район,57.99139621389645,49.14033826491737,3,0,0,0,6778.0,48704.7,322.6,0.509294777220419,19722.0,17924.0
1270,Вятскополянский муниципальный район,Вятскополянский,Кировская область,муниципальный район,56.25070403961782,51.167214644723494,3,1,0,0,22503.0,42873.6,360.1,0.5854330533706616,22061.0,19510.833333333332
1271,Даровской муниципальный район,Даровской,Кировская область,муниципальный район,59.023424958788766,47.81870758091033,3,0,0,0,8117.0,43238.2,314.5,0.7314278674387089,20076.25,17670.333333333332
1272,Зуевский муниципальный район,Зуевский,Кировская область,муниципальный район,58.362331235683165,51.08115729756629,3,0,0,0,16435.0,52984.0,312.4,0.5721934895041071,21105.833333333332,19230.333333333332
1273,муниципальный округ Кикнурский,Кикнурский,Кировская область,муниципальный округ,57.344667760782,47.12665971507909,3,0,0,0,6384.0,38942.9,336.0,0.6231203007518797,19163.583333333332,16800.25
1274,Кильмезский муниципальный район,Кильмезский,Кировская область,муниципальный район,57.02359426866915,50.97135671286562,3,0,0,0,9573.0,42344.0,330.8,0.5466415961558551,19713.583333333332,17823.333333333332
1275,Кирово-Чепецкий муниципальный район,Кирово-Чепецкий,Кировская область,муниципальный район,58.37907405357485,50.14993303413793,3,1,0,0,19898.0,57342.1,352.3,0.0,25882.0,22274.0
1276,Котельничский муниципальный район,Котельничский,Кировская область,муниципальный район,58.27577618624077,48.10450655501893,3,0,0,3,9945.0,46001.0,341.0,0.0,19574.083333333332,18615.666666666668
1277,Куменский муниципальный район,Куменский,Кировская область,муниципальный район,58.13202814537468,50.076800123764706,3,0,0,2,14038.0,57854.2,318.3,0.40810656788716343,21845.083333333332,20287.416666666668
1278,муниципальный округ Лебяжский,Лебяжский,Кировская область,муниципальный округ,57.30629469875331,49.4669444264357,3,0,0,0,5283.0,40689.3,326.6,0.5129661177361348,19538.416666666668,17595.75
1279,муниципальный округ Лузский,Лузский,Кировская область,муниципальный округ,60.65516103299359,47.844832380833864,3,0,0,0,12427.0,45723.0,294.2,0.8762372253963144,22815.25,20234.0
1280,Малмыжский муниципальный район,Малмыжский,Кировская область,муниципальный район,56.59491002274494,50.70418921479581,3,0,0,0,19801.0,44116.7,338.8,0.3401848391495379,20256.833333333332,18119.0
1281,муниципальный округ Мурашинский,Мурашинский,Кировская область,муниципальный округ,59.35073257165271,48.719679562608825,3,1,0,0,8746.0,65023.4,305.8,0.6104504916533272,20676.416666666668,18915.333333333332
1282,Нагорский муниципальный район,Нагорский,Кировская область,муниципальный район,59.55605097619017,50.782940917958214,3,0,0,3,6225.0,44270.2,301.8,0.6366265060240964,18250.166666666668,16360.166666666666
1284,Нолинский муниципальный район,Нолинский,Кировская область,муниципальный район,57.591086858908206,49.82280888764473,3,0,0,2,15213.0,43969.9,321.8,0.6113849996713338,20668.416666666668,18515.0
1285,Омутнинский муниципальный район,Омутнинский,Кировская область,муниципальный район,58.81080988876096,52.30532644273979,0,1,0,0,33193.0,55132.6,305.3,0.8426475461693731,24171.5,21982.083333333332
1286,муниципальный округ Опаринский,Опаринский,Кировская область,муниципальный округ,59.723125938478375,47.80841071888617,3,0,0,0,6571.0,46554.0,298.9,0.5601887079592147,22058.916666666668,19608.5
1287,Оричевский муниципальный район,Оричевский,Кировская область,муниципальный район,58.29417191721687,48.96384474195356,3,1,0,2,24539.0,50711.2,318.1,0.6275316842577122,21404.166666666668,19748.666666666668
1288,Орловский муниципальный район,Орловский,Кировская область,муниципальный район,58.70316088800185,48.781239799599334,3,0,0,0,9136.0,49280.8,321.6,0.5802320490367776,19842.333333333332,18159.083333333332
1289,муниципальный округ Пижанский,Пижанский,Кировская область,муниципальный округ,57.40148926572034,48.51522425599729,3,0,0,0,7903.0,45963.3,331.8,0.4470454257876756,20234.5,18308.166666666668
1290,Подосиновский муниципальный район,Подосиновский,Кировская область,муниципальный район,60.23492550005109,47.33586466707951,3,0,0,3,11195.0,47295.1,300.4,0.7833854399285395,21022.5,18716.333333333332
1291,муниципальный округ Санчурский,Санчурский,Кировская область,муниципальный округ,57.01860707751079,47.2116907362845,3,0,0,0,6900.0,39558.7,338.4,0.547536231884058,18976.916666666668,16944.0
1292,муниципальный округ Свечинский,Свечинский,Кировская область,муниципальный округ,58.334750422213766,47.58357102525603,3,0,0,0,5744.0,44029.9,324.4,0.6453690807799443,20883.5,18949.416666666668
1293,Слободской муниципальный район,Слободской,Кировская область,муниципальный район,58.85394629185707,50.15267148510496,3,1,0,0,32057.0,51617.9,338.4,0.27326324983622924,22601.666666666668,20343.25
1294,Советский муниципальный район,Советский,Кировская область,муниципальный район,57.53151089080604,48.97345060136458,3,1,0,0,21424.0,48817.2,328.7,0.6716299477221808,22012.333333333332,19486.416666666668
1295,Сунский муниципальный район,Сунский,Кировская область,муниципальный район,57.8776319772188,50.04569534568142,3,0,0,0,4826.0,50882.6,318.8,0.3903854123497721,18234.916666666668,17327.416666666668
1296,Тужинский муниципальный район,Тужинский,Кировская область,муниципальный район,57.60327751530274,47.82623108584355,3,0,0,0,5475.0,39954.9,330.8,0.703744292237443,20301.75,17618.166666666668
1297,муниципальный округ Унинский,Унинский,Кировская область,муниципальный округ,57.671239995091085,51.42156795675135,3,0,0,1,5751.0,44072.1,311.9,0.6056338028169014,18907.25,17013.416666666668
1298,Уржумский муниципальный район,Уржумский,Кировская область,муниципальный район,57.068920136993135,50.08410602812091,3,0,0,0,19396.0,46534.2,330.8,0.4250876469375129,21275.416666666668,19080.333333333332
1299,муниципальный округ Фаленский,Фаленский,Кировская область,муниципальный округ,58.2070718750955,51.576888257862294,3,0,0,0,7168.0,44839.4,311.2,0.5640345982142857,19052.166666666668,17218.333333333332
1300,Шабалинский муниципальный район,Шабалинский,Кировская область,муниципальный район,58.362004320456464,46.95958417441386,3,0,0,0,7140.0,44357.5,324.7,0.5490196078431373,20708.083333333332,18564.583333333332
1301,Юрьянский муниципальный район,Юрьянский,Кировская область,муниципальный район,59.01804390295764,49.23481203304544,3,1,0,4,15836.0,61840.7,313.3,0.6807906036878,20865.0,19438.916666666668
1302,Яранский муниципальный район,Яранский,Кировская область,муниципальный район,57.230961291323105,47.93357714178855,3,1,0,0,19268.0,44396.5,337.7,0.7122690471247665,21719.5,19618.666666666668
1303,городской округ город Кострома,Кострома,Костромская область,городской округ,57.78005525915345,40.93030835406404,0,4,0,0,265761.0,67574.4,383.2,1.0,33882.416666666664,28518.75
1304,городской округ город Буй,Буй,Костромская область,городской округ,58.479748766725166,41.536699396689514,0,1,0,1,19938.0,63047.3,351.1,1.0,25550.0,22852.666666666668
1305,городской округ город Волгореченск,Волгореченск,Костромская область,городской округ,57.444678940380584,41.16278508650174,0,4,0,1,14030.0,72931.3,367.9,0.9988595866001425,24989.083333333332,24178.583333333332
1306,городской округ город Галич,Галич,Костромская область,городской округ,58.380218149137,42.36662992921388,0,1,0,1,12488.0,53922.7,347.6,1.0,26908.916666666668,23734.75
1308,городской округ город Шарья,Шарья,Костромская область,городской округ,58.37501089853728,45.48360918497178,0,1,0,1,30008.0,55333.6,337.0,0.9758064516129032,26501.0,22924.5
1309,Антроповский муниципальный район,Антроповский,Костромская область,муниципальный район,58.21530316360097,42.99779523478386,3,0,0,0,4987.0,43449.9,341.2,0.0,21337.583333333332,19382.0
1310,Буйский муниципальный район,Буйский,Костромская область,муниципальный район,58.608021844233626,41.50361447708355,3,0,0,2,8634.0,40017.6,358.2,0.0,25422.666666666668,22259.833333333332
1311,Вохомский муниципальный район,Вохомский,Костромская область,муниципальный район,59.16650963334511,46.62953123943029,3,0,0,0,6543.0,42235.8,313.1,0.0,20805.666666666668,17641.75
1312,Галичский муниципальный район,Галичский,Костромская область,муниципальный район,58.39048403584177,42.26260553243099,3,0,0,0,6258.0,62147.2,351.8,0.0,23870.916666666668,20132.166666666668
1313,Кадыйский муниципальный район,Кадыйский,Костромская область,муниципальный район,57.74066747153177,43.10353805839064,3,0,0,0,5744.0,40498.1,345.9,0.0,21515.666666666668,18165.5
1314,Кологривский муниципальный округ,Кологривский,Костромская область,муниципальный округ,58.949513786068586,44.19744831712066,3,0,0,0,3925.0,38820.9,320.7,0.6010191082802547,21612.0,18133.166666666668
1315,Костромской муниципальный район,Костромской,Костромская область,муниципальный район,57.90716820731159,40.98677480003224,3,1,0,0,40577.0,51506.7,491.9,0.0,31561.5,25893.333333333332
1316,Красносельский муниципальный район,Красносельский,Костромская область,муниципальный район,57.58512760644659,41.331625241548494,0,1,0,0,16012.0,77237.1,358.7,0.0,25935.666666666668,22219.833333333332
1317,Макарьевский муниципальный район,Макарьевский,Костромская область,муниципальный район,57.78433091024456,44.04120333457918,3,0,0,0,9933.0,40165.1,343.1,0.0,20145.0,17312.0
1319,Межевской муниципальный округ,Межевской,Костромская область,муниципальный округ,58.86867423583289,45.03046363164137,3,0,0,0,2703.0,43755.6,326.6,0.0,21374.416666666668,17959.583333333332
1320,Нейский муниципальный округ,Нейский,Костромская область,муниципальный округ,58.38383760781849,43.97594790722021,3,0,0,0,9904.0,47761.7,337.9,0.7617124394184168,23598.75,20318.416666666668
1321,муниципальный район город Нерехта и Нерехтский район,Нерехта и Нерехтский,Костромская область,муниципальный район,57.4450786176148,40.747249017754875,0,1,1,0,27921.0,57044.8,371.4,0.0,25274.25,20959.5
1322,Октябрьский муниципальный район,Октябрьский,Костромская область,муниципальный район,59.00715699724847,47.12819925214278,3,0,0,0,3257.0,43080.4,311.0,0.0,21634.0,17797.166666666668
1323,Островский муниципальный округ,Островский,Костромская область,муниципальный округ,57.82316429723923,42.3253375951699,3,0,0,0,8787.0,43225.9,353.7,0.0,21142.083333333332,18742.0
1324,Павинский муниципальный округ,Павинский,Костромская область,муниципальный округ,59.11601500478833,46.14050726100234,3,0,0,0,2935.0,40332.4,315.9,0.0,21321.666666666668,17647.25
1325,Парфеньевский муниципальный округ,Парфеньевский,Костромская область,муниципальный округ,58.58341263283919,43.5007442023612,3,0,0,0,4283.0,41821.5,336.2,0.0,22416.0,19115.5
1326,Поназыревский муниципальный округ,Поназыревский,Костромская область,муниципальный округ,58.4557373650416,46.358323576876145,3,0,0,2,4593.0,41439.4,326.6,0.6255170912257784,22231.833333333332,18752.0
1327,Пыщугский муниципальный округ,Пыщугский,Костромская область,муниципальный округ,58.90824688324819,45.62032418090106,3,0,0,0,3269.0,43290.7,321.8,0.0,21201.25,17776.666666666668
1328,Солигаличский муниципальный округ,Солигаличский,Костромская область,муниципальный округ,59.05314239318366,42.19850160597472,3,0,0,0,7528.0,48518.8,324.7,0.7174548352816154,21268.916666666668,19701.916666666668
1329,Судиславский муниципальный район,Судиславский,Костромская область,муниципальный район,57.90878487424104,41.68782226336854,3,0,0,4,10748.0,52917.0,356.1,0.0,22284.666666666668,19774.5
1330,Сусанинский муниципальный район,Сусанинский,Костромская область,муниципальный район,58.15337094394852,41.561163205727944,3,0,0,0,5566.0,46712.5,352.1,0.0,21304.416666666668,19210.75
1331,Чухломский муниципальный район,Чухломский,Костромская область,муниципальный район,58.8999575975747,42.99143508642073,3,0,0,0,7653.0,39180.1,334.1,0.0,22883.416666666668,19471.0
1333,городской округ город Курган,Курган,Курганская область,городской округ,55.42890073491971,65.33454678573716,0,4,0,0,302354.0,75790.7,278.2,1.0,33205.583333333336,27232.083333333332
1334,городской округ город Шадринск,Шадринск,Курганская область,городской округ,56.12554965652796,63.70216471987293,0,4,0,0,67884.0,64595.2,300.4,1.0,27485.5,22892.0
1335,Альменевский муниципальный округ,Альменевский,Курганская область,муниципальный округ,54.882520932272016,63.35352490001488,3,0,0,0,7380.0,45029.1,282.9,0.0,19488.333333333332,16150.25
1336,Белозерский муниципальный округ,Белозерский,Курганская область,муниципальный округ,55.928564732490486,65.50678610107944,3,0,0,0,12696.0,46685.9,277.7,0.0,17291.083333333332,16330.666666666666
1337,Варгашинский муниципальный округ,Варгашинский,Курганская область,муниципальный округ,55.559470089395155,66.04054901513672,3,0,0,5,15485.0,55881.0,277.4,0.5374878915079109,19177.75,18227.25
1338,Далматовский муниципальный округ,Далматовский,Курганская область,муниципальный округ,56.2222381876271,63.10645286222954,3,1,0,2,22136.0,58179.8,292.3,0.5081767256956993,22443.833333333332,20350.25
1339,Звериноголовский муниципальный округ,Звериноголовский,Курганская область,муниципальный округ,54.48814292800036,64.82776449013389,3,0,0,5,6573.0,43140.4,270.8,0.0,17946.666666666668,16765.833333333332
1340,Каргапольский муниципальный округ,Каргапольский,Курганская область,муниципальный округ,55.89502811760996,64.54291034111446,3,0,0,0,25283.0,51130.4,282.9,0.45220108373215206,20926.583333333332,18793.0
1341,Катайский муниципальный округ,Катайский,Курганская область,муниципальный округ,56.18148730518043,62.484770558593354,3,1,0,0,18565.0,51186.3,295.9,0.619122003770536,22359.583333333332,19822.583333333332
1343,Куртамышский муниципальный округ,Куртамышский,Курганская область,муниципальный округ,54.82092783297108,64.47002554376223,3,0,0,0,24231.0,48743.6,277.4,0.6078577029425116,20182.083333333332,17978.833333333332
1344,Лебяжьевский муниципальный округ,Лебяжьевский,Курганская область,муниципальный округ,55.28106446711365,66.53899303020418,3,0,0,0,10941.0,47412.1,271.3,0.48999177406087197,19259.0,17212.916666666668
1345,муниципальный округ Макушинский,Макушинский,Курганская область,муниципальный округ,55.15932112714892,67.18142473100215,3,0,0,0,11993.0,54038.3,267.8,0.5587425998499125,20667.333333333332,18221.333333333332
1346,Мишкинский муниципальный округ,Мишкинский,Курганская область,муниципальный округ,55.40720400514117,63.8137533851616,3,0,0,0,12441.0,49546.9,286.2,0.5201350373764166,20687.916666666668,18276.916666666668
1347,Мокроусовский муниципальный округ,Мокроусовский,Курганская область,муниципальный округ,55.75110910370107,66.88001460718702,3,0,0,0,8983.0,45432.5,269.7,0.0,19338.583333333332,17080.583333333332
1348,Петуховский муниципальный округ,Петуховский,Курганская область,муниципальный округ,55.155387196116806,67.98097803341203,3,0,0,0,13666.0,48003.8,263.5,0.6104200204888043,19681.0,17695.333333333332
1349,Половинский муниципальный округ,Половинский,Курганская область,муниципальный округ,54.85035820600702,66.0528839573591,3,0,0,0,7740.0,45206.2,268.5,0.0,17864.0,16204.75
1350,Притобольный муниципальный округ,Притобольный,Курганская область,муниципальный округ,54.86014062187266,65.28674890906875,3,0,0,0,9619.0,49686.9,272.5,0.0,17807.833333333332,16164.666666666666
1351,Сафакулевский муниципальный округ,Сафакулевский,Курганская область,муниципальный округ,54.88470098814232,62.450819999051426,3,0,0,0,10385.0,44629.8,291.4,0.0,18839.0,16058.0
1352,Целинный муниципальный округ,Целинный,Курганская область,муниципальный округ,54.48183265356651,63.69023045539526,3,0,0,0,11754.0,43999.1,279.8,0.0,17846.833333333332,15871.25
1353,Частоозерский муниципальный округ,Частоозерский,Курганская область,муниципальный округ,55.524657523896344,67.91960060031774,3,0,0,0,4540.0,45036.5,264.2,0.0,19796.0,17529.0
1355,Шатровский муниципальный округ,Шатровский,Курганская область,муниципальный округ,56.44244101630016,64.68863538072891,3,0,0,0,13663.0,43750.6,279.3,0.0,19691.916666666668,17301.166666666668
1356,муниципальный округ Шумихинский,Шумихинский,Курганская область,муниципальный округ,55.390568176487065,63.2210904441811,3,1,0,0,23519.0,53181.2,289.5,0.6854458097708236,22979.25,20208.75
1357,Щучанский муниципальный округ,Щучанский,Курганская область,муниципальный округ,55.36225609228292,62.63951786978554,3,0,0,2,15866.0,55419.1,294.0,0.4994327492751796,23540.5,20202.75
1358,Юргамышский муниципальный округ,Юргамышский,Курганская область,муниципальный округ,55.40295621375121,64.43236618638888,3,0,0,0,15694.0,60492.6,283.1,0.40990187332738626,21813.333333333332,19646.666666666668
1392,Бокситогорский муниципальный район,Бокситогорский,Ленинградская область,муниципальный район,59.54230283978752,34.61687769475822,0,1,0,0,50855.0,75396.5,318.3,0.7689902664438109,33266.416666666664,29017.833333333332
1393,Волосовский муниципальный район,Волосовский,Ленинградская область,муниципальный район,59.35192171373408,29.34956789752377,3,1,5,0,50257.0,68765.7,327.0,0.22749069781323994,33684.5,28708.166666666668
1394,Волховский муниципальный район,Волховский,Ленинградская область,муниципальный район,60.25007001687688,32.414027863960996,0,1,0,2,78679.0,77006.3,319.5,0.724068684146977,36891.5,31099.0
1395,Всеволожский муниципальный район,Всеволожский,Ленинградская область,муниципальный район,60.28544384055681,30.782623387854716,2,5,0,0,571142.0,99062.8,360.1,0.732497347419731,47560.416666666664,40956.083333333336
1396,Выборгский муниципальный район,Выборгский,Ленинградская область,муниципальный район,60.55235404370069,28.866742980334735,0,4,0,0,194689.0,91584.5,297.8,0.6446383719675997,41478.166666666664,35572.333333333336
1397,Гатчинский муниципальный район,Гатчинский,Ленинградская область,муниципальный район,59.375755190786045,30.175970850041463,0,4,0,0,261522.0,82586.4,346.2,0.5883711504194675,41945.333333333336,36032.75
1398,Кингисеппский муниципальный район,Кингисеппский,Ленинградская область,муниципальный район,59.77777962105717,27.928858243932808,0,4,0,0,83361.0,123058.2,323.7,0.7000755749091302,41878.916666666664,35997.833333333336
1399,Киришский муниципальный район,Киришский,Ленинградская область,муниципальный район,59.459489362131016,32.2686463285543,0,4,0,0,58942.0,85514.2,319.7,0.8840385463676156,37289.0,32518.083333333332
1400,Кировский муниципальный район,Кировский,Ленинградская область,муниципальный район,60.00442148736269,31.4580368322905,0,4,0,0,108186.0,86859.3,347.8,0.8927957406688481,40813.0,35012.833333333336
1401,Лодейнопольский муниципальный район,Лодейнопольский,Ленинградская область,муниципальный район,60.55505370390636,33.55216347791938,0,1,0,0,27168.0,59047.6,300.6,0.7121613663133097,36506.833333333336,30179.25
1402,Ломоносовский муниципальный район,Ломоносовский,Ленинградская область,муниципальный район,59.81841497759084,29.42192635737168,2,5,0,0,90576.0,115167.4,349.0,0.2313195548489666,43971.25,37333.333333333336
1403,Лужский муниципальный район,Лужский,Ленинградская область,муниципальный район,58.85453574020274,29.809677029686743,0,1,0,2,74392.0,70100.0,321.6,0.5353667060974299,38660.75,32162.583333333332
1404,Подпорожский муниципальный район,Подпорожский,Ленинградская область,муниципальный район,60.85371458776346,34.69668278767311,0,1,0,0,25067.0,61376.2,295.9,0.8956396856424782,32542.583333333332,27648.833333333332
1405,Приозерский муниципальный район,Приозерский,Ленинградская область,муниципальный район,60.80760729685852,30.288153845446544,0,1,0,0,56730.0,70647.0,297.5,0.38956460426582057,38063.0,31379.333333333332
1406,Сланцевский муниципальный район,Сланцевский,Ленинградская область,муниципальный район,59.08485728385911,28.357249760186484,0,1,0,0,44406.0,77914.9,308.4,0.754717830923749,36020.166666666664,30639.083333333332
1407,Тихвинский муниципальный район,Тихвинский,Ленинградская область,муниципальный район,59.86689304225916,33.82710641287824,0,4,0,0,65782.0,82246.9,318.3,0.8198595360432945,36415.083333333336,30529.333333333332
1408,Тосненский муниципальный район,Тосненский,Ленинградская область,муниципальный район,59.375475243852165,31.019584774865155,0,4,0,2,130546.0,81263.9,343.6,0.6560752531674658,41384.666666666664,35385.083333333336
1409,городской округ Сосновоборский,Сосновоборский,Ленинградская область,городской округ,59.87768712327746,29.0941170118539,0,4,0,0,63462.0,120590.6,320.4,1.0,45309.583333333336,39266.833333333336
1410,городской округ город Липецк,Липецк,Липецкая область,городской округ,52.599059278686624,39.605907698377685,0,4,0,0,485260.0,80260.6,399.3,1.0,38006.75,30120.666666666668
1411,городской округ город Елец,Елец,Липецкая область,городской округ,52.6169061792124,38.51251228530766,0,4,0,0,94902.0,60220.9,392.0,1.0,34049.75,26612.583333333332
1412,Воловский муниципальный район,Воловский,Липецкая область,муниципальный район,52.04991547832796,37.96285434674939,3,0,0,0,12286.0,42462.7,355.6,0.0,22852.75,20091.166666666668
1413,Грязинский муниципальный район,Грязинский,Липецкая область,муниципальный район,52.47383813782422,39.86676889809589,0,1,0,0,77383.0,77641.9,372.6,0.5656410322680692,27678.166666666668,23935.583333333332
1414,Данковский муниципальный район,Данковский,Липецкая область,муниципальный район,53.31601009585667,38.95973870093773,3,1,0,0,31514.0,59157.2,378.7,0.5881195659072158,27736.75,24070.666666666668
1415,Добринский муниципальный район,Добринский,Липецкая область,муниципальный район,52.1781391430746,40.35938764535607,3,0,0,0,32283.0,65120.6,362.7,0.0,23963.75,21018.333333333332
1416,Добровский муниципальный район,Добровский,Липецкая область,муниципальный район,52.90186142324588,39.7819681320571,3,0,0,0,26993.0,43185.2,375.7,0.0,21873.25,19520.416666666668
